Code commune,Nom commune,Code région,Code département,Logements,Établissements,Meilleure estimation des locaux à date,Zones très denses,Engagements L. 33-13 et AMEL,Intentions privées hors engagement L. 33-13,Commune rurale,Commune de montagne,T4 2017prop,T1 2018prop,T2 2018prop,T3 2018prop,T4 2018prop,T1 2019prop,T2 2019prop,T3 2019prop,T4 2019prop,T1 2020prop,T2 2020prop,T3 2020prop,Indicateur_AMEL_AMII
01001,L'Abergement-Clémenciat,84,01,345,10,365,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
01002,L'Abergement-de-Varey,84,01,165,2,183,NA,NA,NA,1,1,0,0,0,88.52,88.52,90.71,90.71,90.71,90.71,90.71,90.71,90.71,0
01004,Ambérieu-en-Bugey,84,01,6963,508,7471,NA,FRTE (AMII),NA,NA,NA,24,30.09,43.1,52.4,54.85,59.27,62.86,68.26,80.5,86.59,87.65,90.08,1
01005,Ambérieux-en-Dombes,84,01,663,32,830,NA,NA,NA,1,NA,0.24,0.24,0.24,0.24,0.24,73.98,74.46,74.46,74.46,74.58,74.7,73.49,0
01006,Ambléon,84,01,73,NA,82,NA,NA,NA,1,1,91.46,90.24,91.46,96.34,96.34,96.34,96.34,96.34,96.34,96.34,96.34,96.34,0
01007,Ambronay,84,01,1180,53,1547,NA,NA,NA,1,NA,67.94,68.13,68.26,69.23,74.21,74.34,74.27,74.47,74.47,74.47,74.6,74.47,0
01008,Ambutrix,84,01,340,18,396,NA,NA,NA,NA,NA,0,0,0,0,82.83,83.84,83.84,83.84,83.84,84.09,84.09,84.85,0
01009,Andert-et-Condon,84,01,178,7,212,NA,NA,NA,1,NA,0,87.74,87.74,87.74,88.68,88.68,90.57,90.57,93.4,93.87,94.34,94.34,0
01010,Anglefort,84,01,619,10,720,NA,NA,NA,1,1,83.61,83.61,80,80,80,81.39,81.94,82.22,83.06,83.06,83.33,82.64,0
01011,Apremont,84,01,195,5,234,NA,NA,NA,1,1,0,0,0,0,18.8,18.8,18.8,74.79,75.64,76.5,76.5,86.75,0
01012,Aranc,84,01,224.03,5,229,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01013,Arandas,84,01,115.27,3,118,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01014,Arbent,84,01,1472,200,1786,NA,NA,NA,NA,1,94.29,94.23,94.29,94.29,94.29,94.34,94.34,94.46,94.46,94.57,94.68,94.62,0
01015,Arboys en Bugey,84,01,390,11,406,NA,NA,NA,1,1,0,0,0,0,91.13,93.35,93.35,93.84,94.09,94.09,94.09,71.18,0
01016,Arbigny,84,01,210,5,250,NA,NA,NA,1,NA,95.2,93.6,95.2,95.2,95.2,95.2,95.2,96.4,96.8,97.2,97.2,97.2,0
01017,Argis,84,01,317,6,343,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01019,Armix,84,01,29,1,30,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01021,Ars-sur-Formans,84,01,521.36,34,555,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
01022,Artemare,84,01,717,35,864,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
01023,Asnières-sur-Saône,84,01,43,3,52,NA,NA,NA,1,NA,96.15,96.15,96.15,96.15,96.15,96.15,98.08,98.08,98.08,98.08,98.08,100,0
01024,Attignat,84,01,1428,45,1511,NA,NA,NA,1,NA,49.77,50.1,50.17,50.23,50.17,50.3,50.3,50.56,50.63,50.56,50.56,50.69,0
01025,Bâgé-Dommartin,84,01,1649,56,1764,NA,NA,NA,1,NA,23.19,23.24,23.24,23.24,23.24,23.24,23.24,23.3,23.36,23.36,23.36,23.75,0
01026,Bâgé-le-Châtel,84,01,418,20,489,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
01027,Balan,84,01,695,55,876,NA,NA,NA,NA,NA,27.28,34.47,34.7,38.13,38.7,38.81,38.93,38.93,39.27,39.27,39.27,39.27,0
01028,Baneins,84,01,243,8,260,NA,NA,NA,1,NA,0,0,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0
01029,Beaupont,84,01,312,15,360,NA,NA,NA,1,NA,42.78,42.78,42.78,43.61,43.61,44.17,44.17,44.17,44.17,43.89,43.89,44.17,0
01030,Beauregard,84,01,428.46,16,444,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
01031,Bellignat,84,01,1838.03,149,1987,NA,NA,NA,NA,1,0,0,0,0,50.38,54.86,54.86,54.86,54.91,54.91,54.91,54.91,0
01032,Béligneux,84,01,1258,88,1466,NA,NA,NA,NA,NA,53.14,52.59,53.75,53.75,54.16,54.37,54.37,54.5,54.57,54.77,54.98,54.37,0
01033,Bellegarde-sur-Valserine,84,01,5837,350,6187,NA,NA,NA,NA,1,25.63,25.83,25.91,26.46,27.3,27.3,27.32,27.36,27.43,27.46,27.49,27.46,0
01034,Belley,84,01,4849.49,351,5200,NA,NA,NA,NA,NA,0.85,0.85,0.85,0.85,0.85,0.87,0.88,0.88,0.92,1,1,1,0
01035,Belleydoux,84,01,224,4,261,NA,NA,NA,1,1,0,77.39,80.46,81.23,81.99,81.99,83.52,83.52,83.52,83.52,83.52,83.52,0
01036,Belmont-Luthézieu,84,01,396,9,450,NA,NA,NA,1,1,91.11,90.44,91.11,91.11,93.33,93.33,93.33,93.33,93.33,93.33,93.56,93.56,0
01037,Bénonces,84,01,182,5,218,NA,NA,NA,1,1,76.15,75.69,75.69,75.69,76.15,76.15,76.15,76.15,76.15,76.15,76.15,76.61,0
01038,Bény,84,01,334,10,361,NA,NA,NA,1,NA,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,0
01039,Béon,84,01,255,13,298,NA,NA,NA,1,NA,87.58,86.58,87.92,87.92,88.93,88.93,88.93,88.93,88.93,89.6,89.6,89.6,0
01040,Béréziat,84,01,214,4,218,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
01041,Bettant,84,01,377.79,8,386,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
01042,Bey,84,01,118,2,142,NA,NA,NA,1,NA,88.03,88.03,88.03,91.55,93.66,93.66,93.66,93.66,93.66,93.66,93.66,93.66,0
01043,Beynost,84,01,1852.4,217,2069,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
01044,Billiat,84,01,277,8,285,NA,NA,NA,1,1,84.56,84.56,85.96,85.96,85.61,85.61,85.61,85.61,85.61,85.61,85.61,85.61,0
01045,Birieux,84,01,115.84,8,124,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
01046,Biziat,84,01,359,12,406,NA,NA,NA,1,NA,74.38,74.38,74.88,74.88,75.12,75.37,75.37,75.62,75.62,75.62,75.62,74.63,0
01047,Blyes,84,01,404,58,548,NA,NA,NA,1,NA,81.39,82.48,83.39,87.41,91.06,91.24,91.24,91.42,91.79,91.97,92.34,92.15,0
01049,La Boisse,84,01,1189,75,1264,NA,NA,NA,NA,NA,1.9,1.9,1.98,2.06,2.06,2.06,2.06,2.06,1.74,1.74,1.74,1.74,0
01050,Boissey,84,01,151,7,166,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
01051,Bolozon,84,01,89,2,106,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01052,Bouligneux,84,01,141,14,169,NA,NA,NA,1,NA,30.18,30.18,30.18,30.18,30.18,30.18,62.13,63.31,63.31,63.31,63.31,63.31,0
01053,Bourg-en-Bresse,84,01,23194,1767,28316,NA,FRTE (AMII),NA,NA,NA,77.94,78.67,79.35,79.78,81.04,81.93,83.27,84.5,85.81,88.07,89.82,90.89,1
01054,Bourg-Saint-Christophe,84,01,508,14,655,NA,NA,NA,NA,NA,57.86,58.17,87.02,91.15,93.74,94.81,95.11,96.95,97.4,97.56,97.71,96.64,0
01056,Boyeux-Saint-Jérôme,84,01,232,7,267,NA,NA,NA,1,1,93.26,91.76,93.26,94.01,93.63,94.01,94.01,94.01,94.01,94.01,94.38,94.76,0
01057,Boz,84,01,233,11,262,NA,NA,NA,1,NA,88.17,88.17,88.17,88.17,88.17,88.17,88.17,88.17,88.17,88.93,88.93,88.93,0
01058,Brégnier-Cordon,84,01,412,18,483,NA,NA,NA,1,NA,2.28,1.45,2.28,2.28,67.7,73.5,73.5,73.71,73.91,73.91,73.91,73.91,0
01059,Brénaz,84,01,62,2,80,NA,NA,NA,1,1,0,0,0,0,91.25,91.25,91.25,91.25,91.25,91.25,91.25,91.25,0
01060,Brénod,84,01,385,9,419,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01061,Brens,84,01,495,8,503,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
01062,Bressolles,84,01,354,15,408,NA,NA,NA,1,NA,1.96,1.72,1.96,1.96,1.96,1.96,1.96,1.96,1.96,1.96,1.96,2.21,0
01063,Brion,84,01,235,23,292,NA,NA,NA,NA,1,44.52,43.15,44.52,44.52,44.18,43.15,42.12,42.12,40.75,40.75,40.75,40.75,0
01064,Briord,84,01,496,14,629,NA,NA,NA,1,NA,78.38,71.7,79.01,86.01,87.92,88.24,89.03,89.51,89.98,89.98,89.98,89.67,0
01065,Buellas,84,01,751,25,776,NA,FRTE (AMII),NA,NA,NA,0,0,0,0,0,0,38.14,42.91,62.11,62.76,71.91,85.82,1
01066,La Burbanche,84,01,92,2,103,NA,NA,NA,1,1,0,0,0,0,66.02,66.02,66.99,66.99,67.96,67.96,67.96,67.96,0
01067,Ceignes,84,01,128,8,159,NA,NA,NA,1,1,93.08,92.45,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,0
01068,Cerdon,84,01,430,15,445,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01069,Certines,84,01,654,24,766,NA,NA,NA,NA,NA,81.33,78.46,81.59,83.42,88.51,88.64,88.64,89.03,89.95,90.21,90.21,89.16,0
01071,Cessy,84,01,2245,77,2589,NA,NA,NA,NA,NA,66.05,69.49,75.32,75.55,76.79,76.9,76.94,77.79,77.87,79.99,80.15,79.95,0
01072,Ceyzériat,84,01,1404,106,1669,NA,NA,NA,NA,NA,9.53,9.53,9.53,9.53,9.53,9.59,9.65,9.65,9.65,9.65,29.06,35.47,0
01073,Ceyzérieu,84,01,566,17,672,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
01074,Chalamont,84,01,1056,69,1235,NA,NA,NA,1,NA,0.57,0.57,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0
01075,Chaleins,84,01,501,39,672,NA,NA,NA,1,NA,73.66,73.51,74.85,74.85,75,75,75.89,75.89,76.04,76.93,77.08,77.08,0
01076,Chaley,84,01,152.34,2,154,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01077,Challes-la-Montagne,84,01,133,2,138,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01078,Challex,84,01,647,12,836,NA,NA,NA,1,NA,60.05,60.05,60.65,61.48,69.02,70.93,81.1,81.1,81.34,97.01,97.37,95.1,0
01079,Champagne-en-Valromey,84,01,411,32,443,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01080,Champdor-Corcelles,84,01,411,13,443,NA,NA,NA,1,1,29.57,27.99,29.57,29.57,86,87.13,87.13,87.13,87.13,87.58,87.58,57.56,0
01081,Champfromier,84,01,442,11,551,NA,NA,NA,1,1,70.42,71.51,71.51,71.51,71.51,71.51,71.51,71.69,71.69,71.69,71.87,71.87,0
01082,Chanay,84,01,295,5,378,NA,NA,NA,1,1,72.75,72.22,72.75,73.54,77.51,78.04,78.04,78.57,78.57,78.84,78.84,78.84,0
01083,Chaneins,84,01,369,19,488,NA,NA,NA,1,NA,85.04,84.43,85.45,85.45,86.48,86.68,87.91,88.11,88.11,88.32,88.32,87.3,0
01084,Chanoz-Châtenay,84,01,355,6,376,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
01085,La Chapelle-du-Châtelard,84,01,164,9,187,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
01087,Charix,84,01,173,4,217,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01088,Charnoz-sur-Ain,84,01,381,27,451,NA,NA,NA,1,NA,93.57,92.9,93.13,93.13,93.35,93.35,94.01,94.01,94.01,95.57,95.79,95.79,0
01089,Château-Gaillard,84,01,842,78,1045,NA,NA,NA,1,NA,55.02,54.35,55.6,64.69,65.55,65.65,65.65,64.78,65.17,65.36,65.36,65.26,0
01090,Châtenay,84,01,153,8,170,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
01091,Châtillon-en-Michaille,84,01,1516,94,1959,NA,NA,NA,1,1,76.26,76.21,76.77,76.77,76.21,76.37,76.47,76.72,76.82,76.72,76.72,76.77,0
01092,Châtillon-la-Palud,84,01,721.59,17,739,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
01093,Châtillon-sur-Chalaronne,84,01,2483.55,191,2675,NA,NA,NA,NA,NA,1.05,1.05,1.05,1.53,1.53,1.53,1.53,1.53,1.64,1.68,1.76,1.76,0
01094,Chavannes-sur-Reyssouze,84,01,370,9,410,NA,NA,NA,1,NA,92.2,92.68,92.68,93.41,93.66,93.9,95.12,95.37,95.37,96.59,96.83,96.59,0
01095,Nivigne et Suran,84,01,450,14,509,NA,NA,NA,1,NA,0,0,0,21.22,21.22,21.22,21.22,21.22,21.22,21.22,21.22,0,0
01096,Chaveyriat,84,01,430,20,450,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
01097,Chavornay,84,01,149,5,159,NA,NA,NA,1,1,0,0,0,0,77.36,79.25,79.25,79.25,79.87,79.87,79.87,80.5,0
01098,Chazey-Bons,84,01,511.26,41,552,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
01099,Chazey-sur-Ain,84,01,697,39,846,NA,NA,NA,1,NA,61.23,61.23,61.23,61.23,62.29,81.21,83.45,87.12,87.23,87.35,87.35,87.94,0
01100,Cheignieu-la-Balme,84,01,119,4,129,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01101,Chevillard,84,01,90,3,102,NA,NA,NA,1,1,0,0,0,0,0,0,90.2,91.18,91.18,91.18,91.18,91.18,0
01102,Chevroux,84,01,399,13,425,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
01103,Chevry,84,01,705,11,1092,NA,NA,NA,NA,NA,40.48,40.84,42.58,60.35,68.13,68.32,68.5,69.14,69.14,69.14,69.23,69.51,0
01104,Chézery-Forens,84,01,386,14,479,NA,NA,NA,1,1,38.83,38.83,38.83,38.83,38.62,37.58,37.79,38,38,38,38.2,37.79,0
01105,Civrieux,84,01,627,38,665,NA,NA,NA,1,NA,86.02,85.71,88.12,88.42,88.42,89.92,92.63,91.28,92.03,92.33,92.48,92.93,0
01106,Cize,84,01,96,2,102,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
01107,Cleyzieu,84,01,106,1,109,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01108,Coligny,84,01,687,34,851,NA,NA,NA,1,NA,0,0,0,52.76,53.58,53.58,53.58,53.23,53.23,53.47,53.47,53.58,0
01109,Collonges,84,01,1008,22,1030,NA,NA,NA,1,1,60.58,60.58,60,60.49,60.68,60.78,61.65,63.11,63.2,20,69.03,69.03,0
01110,Colomieu,84,01,86,2,93,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01111,Conand,84,01,117.82,1,119,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01112,Condamine,84,01,182,10,204,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01113,Condeissiat,84,01,386.32,13,399,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
01114,Confort,84,01,239,10,312,NA,NA,NA,1,1,69.87,69.87,69.87,70.51,70.51,71.15,71.15,71.15,71.15,71.15,72.12,71.79,0
01115,Confrançon,84,01,605,29,697,NA,NA,NA,1,NA,54.52,54.52,54.52,54.52,54.52,55.38,55.67,57.82,58.11,58.97,58.97,58.97,0
01116,Contrevoz,84,01,311,7,339,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01117,Conzieu,84,01,80,1,94,NA,NA,NA,1,1,96.81,96.81,96.81,100,100,100,100,100,100,100,100,100,0
01118,Corbonod,84,01,688,15,772,NA,NA,NA,NA,1,66.45,65.93,66.45,66.45,66.45,66.45,66.71,66.71,66.71,66.71,66.84,66.45,0
01121,Corlier,84,01,72.93,3,76,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01122,Cormaranche-en-Bugey,84,01,438,11,484,NA,NA,NA,1,1,77.48,77.69,78.1,78.1,78.1,78.1,78.1,78.31,78.51,78.51,78.51,78.51,0
01123,Cormoranche-sur-Saône,84,01,464,16,537,NA,NA,NA,1,NA,88.08,89.57,90.69,92.55,93.48,93.85,93.85,93.85,93.85,93.85,94.41,94.6,0
01124,Cormoz,84,01,363,11,432,NA,NA,NA,1,NA,75.23,75,75.23,75.23,75,75,75,75.23,75.46,75.46,75.69,75.93,0
01125,Corveissiat,84,01,368,16,422,NA,NA,NA,1,NA,0,0,0,0,0,0,74.64,74.64,75.12,75.12,75.12,75.12,0
01127,Courmangoux,84,01,282,4,305,NA,NA,NA,1,NA,0,0,0,85.25,86.89,87.21,87.21,87.21,87.21,87.21,87.21,87.21,0
01128,Courtes,84,01,143,6,168,NA,NA,NA,1,NA,7.74,7.74,7.74,7.74,7.74,7.74,7.74,7.74,86.9,88.1,88.1,88.1,0
01129,Crans,84,01,123,2,146,NA,NA,NA,1,NA,67.81,67.81,67.81,69.18,69.18,69.18,69.18,69.18,69.18,69.18,69.18,69.18,0
01130,Cras-sur-Reyssouze,84,01,597,17,686,NA,NA,NA,1,NA,87.32,88.63,89.21,89.21,89.65,89.94,90.09,90.96,91.25,91.98,91.98,91.98,0
01133,Cressin-Rochefort,84,01,216,4,220,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
01134,Crottet,84,01,756,37,803,NA,NA,NA,NA,NA,86.3,86.18,86.43,86.43,86.8,86.8,87.05,87.55,87.55,87.55,87.67,87.67,0
01135,Crozet,84,01,961,41,1099,NA,NA,NA,NA,1,79.71,79.98,87.08,89.08,89.35,90.54,90.54,90.81,91.08,91.26,91.26,90.99,0
01136,Cruzilles-lès-Mépillat,84,01,368,5,427,NA,NA,NA,1,NA,61.59,61.83,61.83,72.37,75.41,75.88,76.35,76.35,76.35,76.35,76.81,76.81,0
01138,Culoz,84,01,1532,72,2035,NA,NA,NA,NA,NA,8.6,8.55,8.6,8.6,8.89,8.89,8.89,8.89,8.89,8.94,8.94,8.94,0
01139,Curciat-Dongalon,84,01,269.8,13,283,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
01140,Curtafond,84,01,322,13,357,NA,NA,NA,1,NA,93,92.72,93,93,93,93.84,93.84,93.84,94.12,95.24,95.52,95.52,0
01141,Cuzieu,84,01,205,3,224,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
01142,Dagneux,84,01,1843.42,140,1983,NA,NA,NA,NA,NA,3.83,3.93,3.98,4.08,4.08,4.14,4.14,4.19,4.19,4.19,4.19,4.19,0
01143,Divonne-les-Bains,84,01,5300,198,7076,NA,NA,NA,NA,1,34.31,34.6,36.26,40.14,48.5,48.84,48.87,49.17,49.28,49.53,49.72,49.41,0
01145,Dompierre-sur-Veyle,84,01,527,16,687,NA,FRTE (AMII),NA,1,NA,0,0,0,0,0,0,0,0,25.33,28.82,29.99,30.86,1
01146,Dompierre-sur-Chalaronne,84,01,169,5,188,NA,NA,NA,1,NA,0,93.09,95.74,96.28,96.81,97.34,97.34,97.34,98.4,98.4,98.94,98.94,0
01147,Domsure,84,01,241,8,302,NA,NA,NA,1,NA,0,64.9,65.56,65.89,75.83,76.16,76.16,76.82,76.82,76.82,76.82,77.15,0
01148,Dortan,84,01,963.43,50,1013,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01149,Douvres,84,01,473,9,485,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
01150,Drom,84,01,117,7,128,NA,NA,NA,1,NA,0,89.06,89.06,89.84,89.84,89.84,89.84,89.84,89.84,89.84,89.84,89.84,0
01151,Druillat,84,01,540,19,660,NA,NA,NA,1,NA,63.94,63.33,64.39,64.7,69.09,69.55,69.7,69.7,69.7,69.7,70.61,70.61,0
01152,Échallon,84,01,435,11,466,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,88.63,88.63,88.63,0
01153,Échenevex,84,01,869,14,969,NA,NA,NA,1,1,84.31,89.16,89.78,89.99,89.78,89.78,89.78,90.2,90.51,90.71,91.23,91.02,0
01154,Étrez,84,01,335,19,376,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
01155,Évosges,84,01,99,7,109,NA,NA,NA,1,1,0,0,0,0,96.33,99.08,99.08,99.08,99.08,99.08,99.08,99.08,0
01156,Faramans,84,01,320,12,382,NA,NA,NA,1,NA,84.82,83.51,85.34,85.6,88.22,88.74,89.01,89.27,90.05,90.05,90.05,89.53,0
01157,Fareins,84,01,968.33,51,1019,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
01158,Farges,84,01,455,7,535,NA,NA,NA,1,1,44.67,45.05,45.05,53.46,53.46,53.46,53.83,53.83,54.58,54.58,56.64,56.26,0
01159,Feillens,84,01,1502.66,104,1607,NA,NA,NA,NA,NA,35.47,35.47,35.47,35.47,35.47,35.59,35.59,35.72,35.72,35.72,35.72,35.72,0
01160,Ferney-Voltaire,84,01,5746,329,6796,NA,NA,NA,NA,NA,30.33,30.69,35.04,47.17,48.87,49.22,49.6,49.6,49.56,50.18,50.29,50.21,0
01162,Flaxieu,84,01,40,2,59,NA,NA,NA,1,NA,71.19,69.49,71.19,72.88,72.88,72.88,74.58,74.58,74.58,74.58,74.58,74.58,0
01163,Foissiat,84,01,942,40,982,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
01165,Francheleins,84,01,579,12,645,NA,NA,NA,NA,NA,54.26,78.14,80.93,80.62,80.93,81.24,81.4,81.55,81.71,82.64,82.79,82.64,0
01166,Frans,84,01,907.72,38,946,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
01167,Garnerans,84,01,282,10,336,NA,NA,NA,1,NA,80.95,80.95,80.95,80.95,80.95,80.95,81.55,90.48,90.48,90.77,91.37,91.67,0
01169,Genouilleux,84,01,245,9,294,NA,NA,NA,1,NA,85.71,86.39,86.39,89.46,90.14,90.14,91.16,91.16,91.16,91.16,91.16,91.16,0
01170,Béard-Géovreissiat,84,01,378,21,442,NA,NA,NA,NA,1,2.71,2.71,2.71,2.71,94.8,95.25,95.25,95.25,95.48,95.48,95.48,95.48,0
01171,Géovreisset,84,01,352.05,15,367,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01173,Gex,84,01,5923,205,7608,NA,NA,NA,NA,1,52.81,54.76,59.16,60.09,66.04,65.98,64.97,65.44,65.59,67.05,67.07,67.84,0
01174,Giron,84,01,122,3,184,NA,NA,NA,1,1,78.26,77.72,78.26,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,0
01175,Gorrevod,84,01,366,17,396,NA,NA,NA,NA,NA,75.51,75.25,75.25,75.25,75.25,75.25,75.25,75.51,75.51,75.51,75.76,74.24,0
01177,Grand-Corent,84,01,114,1,125,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
01179,Grièges,84,01,857,27,928,NA,NA,NA,1,NA,89.44,89.44,89.98,89.98,89.87,89.98,89.98,89.98,91.16,91.16,91.16,91.27,0
01180,Grilly,84,01,430,9,500,NA,NA,NA,1,NA,55.8,55.8,60,60.4,66.8,68.2,68,68,69,70.4,70.2,68.8,0
01181,Groissiat,84,01,448,51,546,NA,NA,NA,NA,1,0,0,0,0,0,94.51,94.87,95.6,95.05,95.05,95.05,95.05,0
01183,Guéreins,84,01,607,69,709,NA,NA,NA,NA,NA,5.78,5.92,5.92,5.92,6.49,7.9,7.9,7.76,7.76,7.76,7.76,7.76,0
01184,Hautecourt-Romanèche,84,01,502,14,556,NA,NA,NA,1,NA,50.18,50.18,50,61.33,61.33,88.49,88.67,88.85,88.85,88.85,88.85,88.67,0
01185,Hauteville-Lompnes,84,01,2114,121,2235,NA,NA,NA,NA,1,0,0,0,0,0,8.05,8.05,8.14,11.68,11.77,11.77,11.81,0
01186,Hostiaz,84,01,78,2,86,NA,NA,NA,1,1,0,0,0,0,0,72.09,72.09,72.09,98.84,98.84,98.84,98.84,0
01187,Haut Valromey,84,01,659.7,25,685,NA,NA,NA,1,1,0,0,0,0,14.01,15.04,15.18,15.18,15.18,15.18,15.18,0,0
01188,Illiat,84,01,250,10,280,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
01189,Injoux-Génissiat,84,01,558,12,644,NA,NA,NA,1,1,65.68,64.91,66.93,69.57,86.18,86.96,87.58,87.73,87.73,87.73,87.89,87.89,0
01190,Innimond,84,01,97,5,103,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01191,Izenave,84,01,99.61,4,104,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01192,Izernore,84,01,1013,83,1225,NA,NA,NA,1,1,68.98,68.98,68.98,68.98,68.73,68.9,68.9,69.06,69.06,69.14,69.22,69.31,0
01193,Izieu,84,01,131,2,159,NA,NA,NA,1,1,59.75,51.57,59.75,61.64,61.64,62.26,62.26,62.26,62.26,62.26,62.26,62.26,0
01194,Jassans-Riottier,84,01,2770,144,2914,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
01195,Jasseron,84,01,728,32,962,NA,FRTE (AMII),NA,1,NA,0,11.43,24.84,26.51,30.15,30.77,46.36,62.16,68.19,68.19,71.62,76.92,1
01196,Jayat,84,01,486.57,29,516,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
01197,Journans,84,01,199.38,5,204,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
01198,Joyeux,84,01,125,4,137,NA,NA,NA,1,NA,0,0,94.89,97.81,97.81,97.81,97.81,97.81,97.81,97.81,97.81,97.81,0
01199,Jujurieux,84,01,1144.83,39,1184,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
01200,Labalme,84,01,107,4,116,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01202,Lagnieu,84,01,3414.4,149,3563,NA,NA,NA,NA,NA,5.84,5.53,5.84,5.84,5.87,5.98,5.98,5.98,5.98,5.98,5.98,5.92,0
01203,Laiz,84,01,511.95,23,604,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
01204,Le Poizat-Lalleyriat,84,01,458,14,506,NA,NA,NA,1,1,72.53,72.53,72.53,72.53,72.53,72.73,72.73,72.92,72.92,72.92,72.92,25.3,0
