Code commune,Nom commune,Code région,Code département,Logements,Établissements,Meilleure estimation des locaux à date,Zones très denses,Engagements L. 33-13 et AMEL,Intentions privées hors engagement L. 33-13,Commune rurale,Commune de montagne,T4 2017prop,T1 2018prop,T2 2018prop,T3 2018prop,T4 2018prop,T1 2019prop,T2 2019prop,T3 2019prop,T4 2019prop,T1 2020prop,T2 2020prop,T3 2020prop,Indicateur_AMEL_AMII
52104,Chancenay,44,52,496,8,506,NA,FRTE (AMII),NA,NA,NA,0,0,0,0,0,0,0,0,0,0,29.45,29.45,1
52105,Changey,44,52,247.35,4,251,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,5.98,0
52106,Chanoy,44,52,65.95,3,69,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52107,Chantraines,44,52,98.33,2,100,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52108,Charmes,44,52,91.7,3,95,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,42.11,0
52109,Charmes-en-l'Angle,44,52,11,1,12,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52110,Charmes-la-Grande,44,52,96.65,6,103,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52113,Chassigny,44,52,151.95,7,159,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52114,Châteauvillain,44,52,869.37,49,918,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52115,Chatenay-Mâcheron,44,52,53.95,2,56,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,10.71,5.36,0
52116,Chatenay-Vaudin,44,52,24.6,NA,25,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52118,Chatonrupt-Sommermont,44,52,163,5,168,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52119,Chaudenay,44,52,161,2,163,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52120,Chauffourt,44,52,116,2,118,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52121,Chaumont,44,52,12754,943,14677,NA,FRTE (AMII),NA,NA,NA,34.31,34.31,34.31,34.31,34.63,35.76,35.8,38.45,39.82,40.65,46.34,54.84,1
52122,Chaumont-la-Ville,44,52,72.84,4,77,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52123,Chevillon,44,52,671.9,23,695,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52124,Chézeaux,44,52,68.38,1,69,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52125,Chamarandes-Choignes,44,52,468.93,27,496,NA,FRTE (AMII),NA,NA,NA,0,0,0,0,0,0,0,0,13.1,13.1,55.85,55.85,1
52126,Choilley-Dardenay,44,52,95.87,4,100,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52127,Choiseul,44,52,51.02,NA,51,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52128,Cirey-lès-Mareilles,44,52,65.27,6,71,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52129,Cirey-sur-Blaise,44,52,94.88,9,104,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52130,Cirfontaines-en-Azois,44,52,121.33,3,124,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52131,Cirfontaines-en-Ornois,44,52,44.57,1,46,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52132,Clefmont,44,52,127,13,140,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52133,Clinchamp,44,52,69,4,73,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52134,Cohons,44,52,134,6,140,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52135,Coiffy-le-Bas,44,52,119,1,128,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,100,100,98.44,0
52136,Coiffy-le-Haut,44,52,135.43,3,138,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,97.83,97.83,97.83,94.93,0
52137,Colmier-le-Bas,44,52,24.55,NA,25,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52138,Colmier-le-Haut,44,52,46.41,1,47,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52140,Colombey les Deux Églises,44,52,432,37,509,NA,FRTE (AMII),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
52141,Condes,44,52,155.4,5,160,NA,FRTE (AMII),NA,1,NA,0,0,0,0,0,81.25,90.62,90.62,90.62,90.62,90.62,93.12,1
52142,Consigny,44,52,44.99,2,47,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52145,Coublanc,44,52,80.01,1,81,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52146,Coupray,44,52,89,4,93,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52147,Courcelles-en-Montagne,44,52,63,2,65,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52149,Courcelles-sur-Blaise,44,52,65,1,66,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52151,Cour-l'Évêque,44,52,100.54,6,107,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52155,Culmont,44,52,296.11,5,301,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,78.74,0
52156,Curel,44,52,219.76,8,228,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52157,Curmont,44,52,8.46,1,9,NA,FRTE (AMII),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
52158,Cusey,44,52,158.15,12,170,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52159,Cuves,44,52,23.2,NA,23,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52160,Daillancourt,44,52,51.35,2,53,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52161,Daillecourt,44,52,60.03,1,61,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52162,Dammartin-sur-Meuse,44,52,124.56,6,131,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52163,Dampierre,44,52,183.14,7,190,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52164,Damrémont,44,52,153.47,2,155,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52165,Dancevoir,44,52,174,3,177,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52167,Darmannes,44,52,107.49,5,112,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52168,Dinteville,44,52,50,3,53,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52169,Domblain,44,52,44.58,1,46,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52170,Dommarien,44,52,99.23,4,103,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52171,Dommartin-le-Franc,44,52,126,7,133,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52172,Dommartin-le-Saint-Père,44,52,171.21,7,178,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52173,Domremy-Landéville,44,52,56,4,60,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52174,Doncourt-sur-Meuse,44,52,31.18,1,32,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52175,Donjeux,44,52,173.91,4,178,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52177,Doulaincourt-Saucourt,44,52,509.76,18,528,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52178,Doulevant-le-Château,44,52,223,11,234,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52179,Doulevant-le-Petit,44,52,13.35,NA,13,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52181,Échenay,44,52,57.05,1,58,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52182,Éclaron-Braucourt-Sainte-Livière,44,52,1021,32,1182,NA,FRTE (AMII),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,12.27,1
52183,Ecot-la-Combe,44,52,26.76,2,29,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52184,Effincourt,44,52,36.57,2,39,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52185,Enfonvelle,44,52,82.06,3,93,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,91.4,0
52187,Épizon,44,52,120.05,5,125,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52189,Le Val-d'Esnoms,44,52,221.08,10,231,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52190,Esnouveaux,44,52,173.11,4,177,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52193,Euffigneix,44,52,139.86,4,146,NA,FRTE (AMII),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
52194,Eurville-Bienville,44,52,1004.22,27,1031,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52195,Farincourt,44,52,66.07,2,68,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52196,Faverolles,44,52,69.28,5,74,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52197,Fayl-Billot,44,52,793,51,844,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52198,Fays,44,52,29.77,1,31,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,109.68,0
52199,Ferrière-et-Lafolie,44,52,26,NA,26,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52200,Flagey,44,52,46,4,50,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52201,Flammerécourt,44,52,29,1,30,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52203,Fontaines-sur-Marne,44,52,77.58,1,79,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52204,Forcey,44,52,48.21,1,49,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52205,Foulain,44,52,358,20,453,NA,FRTE (AMII),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
52206,Frampas,44,52,82.93,3,86,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52207,Frécourt,44,52,64,2,66,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52208,Fresnes-sur-Apance,44,52,163.13,2,202,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,82.18,0
52211,Froncles,44,52,892.7,36,929,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52212,Fronville,44,52,169.6,4,174,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52213,Genevrières,44,52,100.34,4,104,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52214,La Genevroye,44,52,11,NA,14,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,100,0
52216,Germaines,44,52,30.48,NA,30,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52217,Germainvilliers,44,52,51.75,NA,52,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52218,Germay,44,52,26,2,28,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52219,Germisay,44,52,12.7,NA,13,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52220,Giey-sur-Aujon,44,52,101.62,7,109,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52221,Gillancourt,44,52,62.45,2,64,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52222,Gillaumé,44,52,19.72,1,21,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52223,Gilley,44,52,61.48,2,63,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52225,Goncourt,44,52,159.55,8,168,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52227,Graffigny-Chemin,44,52,137,8,145,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52228,Grandchamp,44,52,50.07,1,51,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52229,Grenant,44,52,104.81,3,108,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52230,Gudmont-Villiers,44,52,173.82,8,182,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52231,Guindrecourt-aux-Ormes,44,52,52.68,2,66,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,3.03,0
52232,Guindrecourt-sur-Blaise,44,52,27.76,2,30,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52233,Guyonvelle,44,52,84.25,3,87,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52234,Hâcourt,44,52,20.19,1,21,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52235,Hallignicourt,44,52,134,8,142,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52237,Harréville-les-Chanteurs,44,52,153.17,3,156,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52240,Heuilley-le-Grand,44,52,117.5,3,120,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52242,Haute-Amance,44,52,553.65,16,570,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,76.14,0
52243,Huilliécourt,44,52,78.42,3,81,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52244,Humbécourt,44,52,316,10,352,NA,FRTE (AMII),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
52245,Humberville,44,52,39.44,2,41,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52246,Humes-Jorquenay,44,52,287,9,296,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52247,Illoud,44,52,115,5,120,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52248,Is-en-Bassigny,44,52,293,13,306,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0.65,0.65,0.65,0
52249,Isômes,44,52,86.13,4,90,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52250,Joinville,44,52,2042.48,136,2178,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,7.21,13.73,55,0
52251,Jonchery,44,52,432.31,10,442,NA,FRTE (AMII),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
52253,Juzennecourt,44,52,96,9,105,NA,FRTE (AMII),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
52254,Lachapelle-en-Blaisy,44,52,57,NA,67,NA,FRTE (AMII),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
52256,Lafauche,44,52,50.94,2,53,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52257,Laferté-sur-Amance,44,52,119.17,3,122,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52258,Laferté-sur-Aube,44,52,239.69,6,246,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52260,Lamancine,44,52,63,3,66,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52264,Laneuvelle,44,52,81,1,103,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,88.35,100,100,100,0
52265,Bayard-sur-Marne,44,52,646.99,23,670,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52266,Laneuville-à-Rémy,44,52,38.83,2,41,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52267,Laneuville-au-Pont,44,52,90.32,1,91,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52269,Langres,44,52,4594.37,327,4921,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,5.65,16.72,45.28,48.14,0
52271,Lanques-sur-Rognon,44,52,110,3,113,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52272,Lanty-sur-Aube,44,52,84.71,8,93,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52273,Larivière-Arnoncourt,44,52,100,2,117,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,87.18,100,96.58,0
52274,Latrecey-Ormoy-sur-Aube,44,52,199.66,9,209,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52275,Lavernoy,44,52,53.53,4,58,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52276,Laville-aux-Bois,44,52,102,4,120,NA,FRTE (AMII),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
52277,Lavilleneuve,44,52,38.93,2,41,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52278,Lavilleneuve-au-Roi,44,52,57.1,3,60,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52280,Lecey,44,52,118,4,122,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52282,Leffonds,44,52,165,7,172,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52284,Leschères-sur-le-Blaiseron,44,52,56,2,58,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52285,Leuchey,44,52,36,1,37,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52286,Leurville,44,52,49.18,2,51,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52287,Levécourt,44,52,67.17,3,70,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52288,Lezéville,44,52,77.21,4,81,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52289,Liffol-le-Petit,44,52,164.77,11,176,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52290,Les Loges,44,52,73,5,78,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52291,Longchamp,44,52,49,2,51,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52292,Longeau-Percey,44,52,356.99,29,386,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52294,Louvemont,44,52,341,6,347,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52295,Louvières,44,52,64.24,1,65,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52297,Luzy-sur-Marne,44,52,129.48,3,132,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52298,Maâtz,44,52,60.6,2,63,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52300,Magneux,44,52,92.04,6,98,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52301,Maisoncelles,44,52,33.02,NA,33,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52302,Maizières,44,52,85,2,87,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52303,Maizières-sur-Amance,44,52,85.57,2,88,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,1.14,0
52304,Malaincourt-sur-Meuse,44,52,31.06,1,32,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52305,Mandres-la-Côte,44,52,250.51,11,262,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52306,Manois,44,52,230.99,6,237,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52307,Marac,44,52,108.19,4,112,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52308,Maranville,44,52,222.52,8,231,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52310,Marbéville,44,52,56,8,80,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,93.75,0
52311,Marcilly-en-Bassigny,44,52,155.78,1,157,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52312,Mardor,44,52,27,2,29,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52313,Mareilles,44,52,77.83,4,82,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52315,Marnay-sur-Marne,44,52,153.34,2,155,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52316,Mathons,44,52,31.85,2,36,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,41.67,0
52318,Melay,44,52,260,2,273,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,98.17,97.07,0
52319,Mennouveaux,44,52,40.39,4,44,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52320,Merrey,44,52,69.85,4,74,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52321,Mertrud,44,52,108.77,2,111,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52322,Meures,44,52,69.44,NA,69,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52325,Millières,44,52,67.19,NA,67,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52326,Mirbel,44,52,23,1,24,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,120.83,0
52327,Moëslains,44,52,210,8,218,NA,FRTE (AMII),NA,NA,NA,0,0,0,0,0,0,0,25.23,25.23,29.36,59.17,59.17,1
52328,Montcharvot,44,52,32,NA,39,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,100,100,0
52330,Montheries,44,52,49.52,1,51,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52331,La Porte du Der,44,52,1191.17,99,1290,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52332,Val-de-Meuse,44,52,1034.13,94,1128,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,25.18,64.45,67.82,89.63,0
52335,Montot-sur-Rognon,44,52,60,1,61,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52336,Montreuil-sur-Blaise,44,52,69,2,71,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52337,Montreuil-sur-Thonnance,44,52,49.98,NA,50,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,50,98,0
52341,Morancourt,44,52,69.66,2,72,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,58.33,0
52342,Morionvilliers,44,52,18,NA,18,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52344,Mouilleron,44,52,17,1,18,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52346,Mussey-sur-Marne,44,52,179,4,183,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52347,Narcy,44,52,120.37,3,123,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52348,Neuilly-l'Évêque,44,52,324.38,18,342,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52349,Neuilly-sur-Suize,44,52,158.45,2,160,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52350,Neuvelle-lès-Voisey,44,52,83.7,1,85,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,98.82,0
52352,Ninville,44,52,63.41,1,64,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52353,Nogent,44,52,2094.94,120,2215,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52354,Noidant-Chatenoy,44,52,54.54,2,57,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52355,Noidant-le-Rocheux,44,52,109.8,3,113,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52356,Nomécourt,44,52,55,4,66,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,68.18,0
52357,Noncourt-sur-le-Rongeant,44,52,108.59,2,111,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52358,Noyers,44,52,58,2,60,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52359,Nully,44,52,91,5,96,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52360,Occey,44,52,91.68,7,99,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52362,Orbigny-au-Mont,44,52,75,2,77,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52363,Orbigny-au-Val,44,52,59.73,2,62,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52364,Orcevaux,44,52,55.17,1,56,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52365,Orges,44,52,217.16,2,219,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52366,Ormancey,44,52,49.2,2,51,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52367,Ormoy-lès-Sexfontaines,44,52,24.43,1,25,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52369,Orquevaux,44,52,61.46,3,64,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52370,Osne-le-Val,44,52,183.46,3,186,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52371,Oudincourt,44,52,85.14,3,88,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52372,Outremécourt,44,52,49.44,3,52,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52373,Ozières,44,52,33.68,NA,34,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52374,Le Pailly,44,52,154,5,159,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
52375,Palaiseul,44,52,27,NA,27,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
