"","COM","n"
"4012","16018",9
"4013","16019",7
"4014","16020",1
"4015","16023",9
"4016","16024",5
"4017","16025",8
"4018","16026",7
"4019","16027",1
"4020","16028",40
"4021","16029",2
"4022","16030",5
"4023","16031",3
"4024","16032",2
"4025","16034",1
"4026","16035",1
"4027","16036",2
"4028","16038",3
"4029","16039",2
"4030","16040",3
"4031","16044",1
"4032","16045",2
"4033","16046",11
"4034","16047",1
"4035","16049",2
"4036","16050",2
"4037","16051",3
"4038","16052",4
"4039","16053",1
"4040","16054",4
"4041","16055",3
"4042","16056",2
"4043","16057",1
"4044","16058",4
"4045","16059",4
"4046","16060",5
"4047","16061",18
"4048","16062",1
"4049","16063",2
"4050","16064",7
"4051","16065",3
"4052","16066",4
"4053","16067",4
"4054","16068",3
"4055","16069",2
"4056","16070",8
"4057","16071",1
"4058","16072",5
"4059","16073",17
"4060","16074",1
"4061","16075",2
"4062","16076",6
"4063","16077",4
"4064","16078",33
"4065","16082",2
"4066","16083",5
"4067","16084",7
"4068","16085",18
"4069","16086",3
"4070","16087",1
"4071","16088",5
"4072","16089",22
"4073","16090",21
"4074","16091",1
"4075","16093",8
"4076","16095",3
"4077","16097",10
"4078","16098",3
"4079","16099",1
"4080","16100",7
"4081","16101",3
"4082","16102",110
"4083","16103",2
"4084","16104",8
"4085","16105",3
"4086","16106",22
"4087","16107",7
"4088","16109",2
"4089","16110",4
"4090","16113",46
"4091","16114",1
"4092","16117",2
"4093","16118",1
"4094","16119",13
"4095","16120",8
"4096","16121",2
"4097","16122",2
"4098","16123",3
"4099","16124",4
"4100","16125",4
"4101","16128",2
"4102","16130",4
"4103","16131",2
"4104","16132",5
"4105","16133",1
"4106","16134",5
"4107","16135",3
"4108","16136",3
"4109","16137",2
"4110","16138",13
"4111","16139",1
"4112","16140",3
"4113","16142",2
"4114","16143",6
"4115","16144",3
"4116","16145",5
"4117","16146",12
"4118","16148",7
"4119","16149",4
"4120","16150",11
"4121","16151",6
"4122","16152",5
"4123","16153",5
"4124","16154",40
"4125","16156",2
"4126","16157",1
"4127","16158",2
"4128","16160",3
"4129","16161",2
"4130","16162",1
"4131","16163",9
"4132","16164",3
"4133","16165",1
"4134","16166",35
"4135","16167",26
"4136","16168",4
"4137","16169",5
"4138","16171",4
"4139","16174",3
"4140","16175",11
"4141","16176",3
"4142","16177",1
"4143","16178",1
"4144","16180",2
"4145","16181",5
"4146","16182",4
"4147","16183",2
"4148","16185",2
"4149","16186",1
"4150","16187",8
"4151","16188",7
"4152","16189",1
"4153","16190",2
"4154","16191",1
"4155","16192",14
"4156","16193",1
"4157","16195",1
"4158","16196",5
"4159","16199",20
"4160","16200",4
"4161","16202",4
"4162","16203",2
"4163","16204",7
"4164","16205",4
"4165","16206",9
"4166","16207",3
"4167","16208",3
"4168","16209",2
"4169","16210",4
"4170","16211",3
"4171","16212",4
"4172","16213",1
"4173","16215",1
"4174","16216",7
"4175","16217",6
"4176","16218",1
"4177","16221",4
"4178","16222",1
"4179","16223",14
"4180","16224",7
"4181","16225",7
"4182","16226",1
"4183","16227",2
"4184","16228",3
"4185","16229",3
"4186","16230",14
"4187","16231",1
"4188","16232",6
"4189","16233",4
"4190","16234",5
"4191","16236",13
"4192","16237",4
"4193","16239",2
"4194","16240",3
"4195","16241",2
"4196","16242",11
"4197","16243",5
"4198","16244",12
"4199","16245",6
"4200","16246",1
"4201","16248",1
"4202","16249",5
"4203","16250",1
"4204","16252",1
"4205","16253",3
"4206","16258",1
"4207","16260",1
"4208","16261",4
"4209","16263",4
"4210","16264",3
"4211","16268",1
"4212","16269",3
"4213","16270",4
"4214","16271",14
"4215","16272",2
"4216","16274",2
"4217","16276",3
"4218","16277",2
"4219","16279",1
"4220","16280",7
"4221","16281",22
"4222","16282",2
"4223","16283",1
"4224","16284",1
"4225","16285",4
"4226","16286",16
"4227","16287",24
"4228","16289",3
"4229","16290",4
"4230","16291",32
"4231","16292",17
"4232","16293",3
"4233","16295",7
"4234","16297",4
"4235","16298",2
"4236","16300",11
"4237","16303",1
"4238","16304",5
"4239","16307",1
"4240","16308",3
"4241","16310",1
"4242","16312",3
"4243","16315",2
"4244","16316",3
"4245","16317",1
"4246","16318",3
"4247","16320",3
"4248","16325",1
"4249","16326",2
"4250","16329",8
"4251","16330",4
"4252","16336",3
"4253","16337",3
"4254","16338",5
"4255","16339",1
"4256","16340",7
"4257","16341",13
"4258","16342",2
"4259","16343",1
"4260","16344",3
"4261","16346",1
"4262","16347",5
"4263","16348",12
"4264","16349",4
"4265","16350",3
"4266","16351",2
"4267","16352",2
"4268","16353",3
"4269","16354",2
"4270","16355",3
"4271","16357",4
"4272","16358",33
"4273","16359",3
"4274","16360",3
"4275","16361",2
"4276","16362",8
"4277","16363",3
"4278","16366",16
"4279","16368",5
"4280","16369",8
"4281","16370",4
"4282","16372",1
"4283","16374",44
"4284","16375",2
"4285","16376",2
"4286","16378",4
"4287","16379",8
"4288","16380",2
"4289","16381",1
"4290","16382",3
"4291","16383",5
"4292","16384",2
"4293","16387",3
"4294","16388",5
"4295","16390",2
"4296","16391",1
"4297","16392",1
"4298","16393",11
"4299","16395",1
"4300","16396",2
"4301","16397",2
"4302","16398",2
"4303","16399",3
"4304","16400",7
"4305","16402",2
"4306","16403",2
"4307","16406",1
"4308","16408",3
"4309","16409",10
"4310","16410",2
"4311","16411",3
"4312","16412",2
"4313","16413",2
"4314","16414",5
"4315","16415",5
"4316","16416",3
"4317","16418",3
"4318","16420",1
"4319","16422",6
"4320","16423",2
"4321","16424",3
"4322","16425",4
"4323","17002",1
"4324","17003",21
"4325","17004",4
"4326","17005",2
"4327","17006",3
"4328","17007",3
"4329","17008",19
"4330","17009",7
"4331","17010",46
"4332","17011",4
"4333","17013",5
"4334","17015",7
"4335","17016",4
"4336","17017",6
"4337","17018",8
"4338","17019",28
"4339","17020",1
"4340","17021",27
"4341","17022",12
"4342","17023",2
"4343","17024",8
"4344","17025",5
"4345","17028",86
"4346","17029",2
"4347","17030",2
"4348","17031",4
"4349","17032",7
"4350","17033",3
"4351","17034",4
"4352","17036",9
"4353","17037",3
"4354","17038",2
"4355","17039",1
"4356","17041",12
"4357","17042",1
"4358","17043",12
"4359","17044",7
"4360","17045",5
"4361","17046",1
"4362","17048",2
"4363","17050",4
"4364","17051",21
"4365","17052",2
"4366","17053",4
"4367","17055",1
"4368","17056",2
"4369","17057",5
"4370","17058",30
"4371","17059",12
"4372","17061",2
"4373","17062",2
"4374","17063",3
"4375","17064",25
"4376","17065",13
"4377","17066",2
"4378","17067",3
"4379","17068",1
"4380","17069",3
"4381","17070",3
"4382","17071",3
"4383","17072",5
"4384","17073",9
"4385","17074",3
"4386","17075",8
"4387","17076",2
"4388","17077",7
"4389","17078",4
"4390","17079",14
"4391","17080",10
"4392","17081",2
"4393","17082",2
"4394","17083",4
"4395","17084",4
"4396","17085",4
"4397","17086",21
"4398","17087",1
"4399","17089",5
"4400","17091",10
"4401","17093",34
"4402","17094",43
"4403","17095",2
"4404","17096",1
"4405","17097",8
"4406","17098",3
"4407","17099",3
"4408","17100",7
"4409","17101",2
"4410","17102",10
"4411","17104",6
"4412","17107",17
"4413","17108",1
"4414","17109",8
"4415","17110",11
"4416","17111",2
"4417","17112",5
"4418","17113",6
"4419","17114",2
"4420","17115",2
"4421","17116",5
"4422","17117",2
"4423","17118",2
"4424","17119",10
"4425","17120",14
"4426","17121",23
"4427","17122",1
"4428","17124",5
"4429","17125",5
"4430","17126",2
"4431","17127",14
"4432","17128",5
"4433","17129",4
"4434","17130",5
"4435","17131",17
"4436","17132",9
"4437","17133",3
"4438","17134",2
"4439","17135",1
"4440","17136",14
"4441","17138",2
"4442","17139",5
"4443","17140",22
"4444","17141",2
"4445","17142",44
"4446","17143",2
"4447","17145",4
"4448","17146",23
"4449","17147",8
"4450","17148",1
"4451","17150",2
"4452","17151",6
"4453","17152",6
"4454","17153",14
"4455","17154",3
"4456","17155",12
"4457","17158",7
"4458","17159",1
"4459","17160",2
"4460","17161",41
"4461","17162",1
"4462","17163",3
"4463","17164",11
"4464","17165",3
"4465","17166",9
"4466","17167",8
"4467","17168",33
"4468","17169",1
"4469","17171",5
"4470","17172",18
"4471","17173",2
"4472","17174",8
"4473","17175",4
"4474","17176",5
"4475","17177",1
"4476","17179",9
"4477","17181",3
"4478","17182",5
"4479","17183",6
"4480","17184",2
"4481","17185",12
"4482","17186",13
"4483","17187",3
"4484","17189",7
"4485","17190",17
"4486","17191",7
"4487","17192",5
"4488","17193",17
"4489","17194",21
"4490","17195",2
"4491","17196",1
"4492","17197",30
"4493","17198",5
"4494","17199",1
"4495","17200",47
"4496","17201",4
"4497","17202",3
"4498","17203",7
"4499","17204",2
"4500","17205",2
"4501","17206",2
"4502","17207",12
"4503","17208",12
"4504","17210",3
"4505","17211",4
"4506","17213",1
"4507","17214",7
"4508","17215",1
"4509","17216",10
"4510","17217",3
"4511","17218",25
"4512","17219",38
"4513","17220",1
"4514","17221",3
"4515","17222",27
"4516","17224",11
"4517","17225",32
"4518","17226",5
"4519","17228",20
"4520","17229",1
"4521","17230",30
"4522","17231",1
"4523","17232",9
"4524","17233",1
"4525","17235",4
"4526","17236",8
"4527","17239",5
"4528","17240",21
"4529","17241",11
"4530","17242",8
"4531","17243",12
"4532","17244",4
"4533","17245",11
"4534","17246",3
"4535","17247",10
"4536","17248",11
"4537","17249",2
"4538","17250",2
"4539","17252",3
"4540","17253",10
"4541","17254",1
"4542","17255",7
"4543","17256",2
"4544","17257",6
"4545","17258",3
"4546","17259",1
"4547","17260",2
"4548","17261",2
"4549","17262",10
"4550","17263",1
"4551","17264",39
"4552","17265",10
"4553","17266",4
"4554","17267",12
"4555","17269",5
"4556","17270",3
"4557","17271",3
"4558","17273",5
"4559","17274",88
"4560","17275",10
"4561","17276",3
"4562","17277",4
"4563","17278",2
"4564","17279",4
"4565","17280",5
"4566","17281",1
"4567","17282",2
"4568","17283",25
"4569","17284",14
"4570","17285",6
"4571","17286",12
"4572","17287",2
"4573","17289",2
"4574","17291",48
"4575","17292",5
"4576","17293",5
"4577","17295",5
"4578","17296",16
"4579","17297",28
"4580","17298",3
"4581","17299",119
"4582","17300",306
"4583","17302",5
"4584","17303",11
"4585","17304",2
"4586","17305",6
"4587","17306",122
"4588","17307",11
"4589","17308",17
"4590","17309",15
"4591","17310",5
"4592","17311",22
"4593","17312",4
"4594","17313",4
"4595","17314",4
"4596","17315",21
"4597","17316",3
"4598","17317",5
"4599","17318",14
"4600","17320",4
"4601","17322",8
"4602","17323",11
"4603","17324",2
"4604","17325",2
"4605","17326",2
"4606","17327",2
"4607","17328",2
"4608","17329",1
"4609","17330",8
"4610","17331",7
"4611","17332",2
"4612","17333",58
"4613","17334",1
"4614","17336",19
"4615","17337",28
"4616","17338",10
"4617","17339",7
"4618","17340",13
"4619","17341",1
"4620","17342",2
"4621","17344",7
"4622","17345",2
"4623","17346",9
"4624","17347",40
"4625","17348",4
"4626","17349",20
"4627","17350",3
"4628","17351",12
"4629","17353",18
"4630","17354",4
"4631","17355",3
"4632","17356",4
"4633","17357",3
"4634","17359",11
"4635","17360",49
"4636","17362",3
"4637","17363",3
"4638","17364",2
"4639","17365",5
"4640","17366",1
"4641","17367",1
"4642","17369",23
"4643","17373",23
"4644","17374",2
"4645","17375",8
"4646","17376",9
"4647","17377",2
"4648","17378",2
"4649","17380",31
"4650","17382",3
"4651","17383",2
"4652","17384",3
"4653","17385",49
"4654","17386",2
"4655","17387",12
"4656","17388",1
"4657","17390",1
"4658","17391",12
"4659","17393",13
"4660","17394",6
"4661","17395",3
"4662","17396",17
"4663","17397",12
"4664","17400",2
"4665","17403",1
"4666","17404",5
"4667","17406",1
"4668","17407",37
"4669","17408",6
"4670","17409",38
"4671","17410",9
"4672","17411",14
"4673","17412",3
"4674","17413",18
"4675","17414",26
"4676","17415",150
"4677","17418",4
"4678","17420",17
"4679","17421",50
"4680","17422",1
"4681","17424",2
"4682","17425",22
"4683","17426",4
"4684","17427",1
"4685","17428",6
"4686","17429",12
"4687","17430",3
"4688","17431",4
"4689","17432",3
"4690","17434",45
"4691","17435",2
"4692","17436",5
"4693","17437",5
"4694","17438",2
"4695","17439",3
"4696","17440",3
"4697","17441",1
"4698","17442",2
"4699","17443",13
"4700","17444",9
"4701","17445",4
"4702","17446",2
"4703","17447",24
"4704","17448",8
"4705","17449",51
"4706","17451",3
"4707","17452",38
"4708","17453",12
"4709","17454",3
"4710","17455",1
"4711","17457",4
"4712","17458",1
"4713","17459",4
"4714","17460",8
"4715","17461",41
"4716","17462",7
"4717","17463",8
"4718","17465",5
"4719","17466",20
"4720","17467",3
"4721","17469",4
"4722","17471",1
"4723","17472",17
"4724","17473",3
"4725","17474",5
"4726","17476",7
"4727","17477",2
"4728","17479",1
"4729","17480",12
"4730","17481",1
"4731","17482",2
"4732","17483",13
"4733","17484",14
"4734","17485",10
"4735","17486",10
"4736","18001",3
"4737","18002",1
"4738","18003",6
"4739","18004",3
"4740","18005",6
"4741","18008",2
"4742","18009",2
"4743","18010",2
"4744","18011",3
"4745","18012",2
"4746","18013",1
"4747","18014",2
"4748","18015",28
"4749","18016",1
"4750","18017",1
"4751","18018",5
"4752","18019",2
"4753","18020",4
"4754","18023",10
"4755","18024",1
"4756","18025",2
"4757","18026",5
"4758","18028",4
"4759","18029",3
"4760","18030",5
"4761","18031",2
"4762","18032",6
"4763","18033",177
"4764","18034",2
"4765","18035",6
"4766","18036",2
"4767","18037",6
"4768","18038",2
"4769","18039",4
"4770","18040",3
"4771","18042",3
"4772","18044",1
"4773","18046",1
"4774","18047",5
"4775","18048",4
"4776","18049",4
"4777","18050",10
"4778","18051",1
"4779","18052",2
"4780","18053",1
"4781","18054",2
"4782","18055",4
"4783","18056",1
"4784","18057",9
"4785","18058",10
"4786","18059",3
"4787","18062",2
"4788","18063",2
"4789","18064",1
"4790","18065",3
"4791","18066",8
"4792","18067",3
"4793","18069",1
"4794","18072",1
"4795","18073",2
"4796","18075",4
"4797","18076",1
"4798","18077",7
"4799","18079",2
"4800","18081",1
"4801","18082",4
"4802","18083",3
"4803","18084",1
"4804","18085",2
"4805","18086",2
"4806","18087",18
"4807","18088",2
"4808","18089",2
"4809","18090",1
"4810","18091",1
"4811","18092",1
"4812","18094",5
"4813","18096",10
"4814","18097",6
"4815","18099",3
"4816","18100",2
"4817","18101",1
"4818","18103",15
"4819","18105",2
"4820","18106",1
"4821","18107",1
"4822","18108",12
"4823","18109",11
"4824","18110",4
"4825","18111",3
"4826","18112",1
"4827","18114",1
"4828","18115",1
"4829","18117",1
"4830","18118",5
"4831","18120",4
"4832","18122",2
"4833","18123",1
"4834","18124",4
"4835","18125",5
"4836","18126",11
"4837","18127",11
"4838","18129",1
"4839","18132",2
"4840","18133",2
"4841","18134",2
"4842","18135",3
"4843","18136",1
"4844","18137",3
"4845","18138",7
"4846","18139",4
"4847","18140",6
"4848","18141",30
"4849","18142",7
"4850","18143",3
"4851","18144",2
"4852","18145",11
"4853","18146",3
"4854","18147",1
"4855","18148",20
"4856","18150",1
"4857","18151",1
"4858","18152",2
"4859","18153",2
"4860","18155",3
"4861","18156",2
"4862","18157",3
"4863","18158",3
"4864","18159",4
"4865","18160",6
"4866","18161",1
"4867","18162",2
"4868","18163",1
"4869","18165",5
"4870","18166",1
"4871","18167",3
"4872","18168",1
"4873","18169",2
"4874","18170",1
"4875","18171",2
"4876","18172",9
"4877","18174",2
"4878","18175",3
"4879","18176",1
"4880","18178",2
"4881","18179",4
"4882","18180",6
"4883","18181",5
"4884","18182",1
"4885","18183",1
"4886","18184",1
"4887","18185",5
"4888","18187",2
"4889","18188",3
"4890","18189",2
"4891","18190",5
"4892","18191",1
"4893","18192",2
"4894","18193",1
"4895","18194",4
"4896","18197",45
"4897","18198",1
"4898","18199",1
"4899","18201",4
"4900","18204",3
"4901","18205",48
"4902","18206",9
"4903","18207",22
"4904","18209",5
"4905","18210",4
"4906","18211",5
"4907","18212",4
"4908","18213",15
"4909","18215",2
"4910","18216",5
"4911","18217",1
"4912","18218",2
"4913","18219",4
"4914","18220",1
"4915","18221",1
"4916","18223",11
"4917","18224",2
"4918","18225",3
"4919","18227",1
"4920","18228",1
"4921","18229",5
"4922","18230",1
"4923","18233",7
"4924","18234",2
"4925","18235",7
"4926","18236",1
"4927","18238",1
"4928","18240",1
"4929","18241",13
"4930","18242",9
"4931","18243",2
"4932","18246",7
"4933","18247",1
"4934","18248",1
"4935","18249",1
"4936","18252",1
"4937","18253",1
"4938","18254",1
"4939","18255",3
"4940","18256",2
"4941","18257",4
"4942","18258",3
"4943","18260",1
"4944","18261",3
"4945","18263",1
"4946","18267",7
"4947","18269",2
"4948","18270",1
"4949","18271",5
"4950","18272",6
"4951","18273",5
"4952","18276",1
"4953","18278",1
"4954","18279",102
"4955","18281",9
"4956","18282",2
"4957","18284",2
"4958","18285",1
"4959","18286",3
"4960","18289",5
"4961","18290",3
"4962","19001",2
"4963","19002",1
"4964","19004",5
"4965","19005",28
"4966","19007",2
"4967","19008",1
"4968","19010",18
"4969","19011",10
"4970","19013",6
"4971","19014",1
"4972","19015",5
"4973","19016",4
"4974","19019",8
"4975","19020",1
"4976","19022",1
"4977","19023",12
"4978","19024",2
"4979","19025",1
"4980","19026",2
"4981","19028",10
"4982","19030",9
"4983","19031",181
"4984","19032",1
"4985","19033",3
"4986","19034",2
"4987","19035",5
"4988","19036",7
"4989","19037",5
"4990","19038",5
"4991","19039",1
"4992","19041",1
"4993","19042",4
"4994","19043",3
"4995","19044",3
"4996","19045",3
"4997","19046",1
"4998","19047",3
"4999","19048",2
"5000","19049",6
"5001","19050",4
"5002","19054",2
"5003","19055",4
"5004","19056",6
"5005","19057",5
"5006","19058",4
"5007","19059",3
"5008","19060",5
"5009","19061",8
"5010","19062",5
"5011","19063",14
"5012","19064",1
"5013","19066",8
"5014","19067",2
"5015","19068",9
"5016","19069",1
"5017","19070",2
"5018","19071",2
"5019","19072",17
"5020","19073",22
"5021","19076",1
"5022","19077",1
"5023","19078",2
"5024","19079",2
"5025","19080",1
"5026","19081",3
"5027","19082",8
"5028","19085",3
"5029","19086",3
"5030","19087",2
"5031","19088",1
"5032","19091",2
"5033","19093",3
"5034","19094",4
"5035","19096",5
"5036","19097",2
"5037","19098",3
"5038","19100",4
"5039","19101",9
"5040","19102",3
"5041","19105",3
"5042","19106",2
"5043","19107",13
"5044","19108",1
"5045","19109",1
"5046","19110",2
"5047","19114",1
"5048","19115",2
"5049","19116",3
"5050","19117",8
"5051","19118",2
"5052","19119",1
"5053","19120",2
"5054","19121",16
"5055","19123",42
"5056","19124",9
"5057","19125",4
"5058","19128",1
"5059","19129",4
"5060","19130",4
"5061","19131",4
"5062","19132",1
"5063","19134",1
"5064","19135",2
"5065","19136",13
"5066","19138",8
"5067","19140",3
"5068","19141",1
"5069","19143",3
"5070","19144",3
"5071","19145",1
"5072","19146",8
"5073","19147",2
"5074","19148",5
"5075","19150",3
"5076","19151",10
"5077","19152",6
"5078","19153",31
"5079","19154",2
"5080","19156",3
"5081","19157",1
"5082","19158",4
"5083","19161",2
"5084","19162",3
"5085","19163",4
"5086","19164",6
"5087","19165",1
"5088","19166",1
"5089","19169",3
"5090","19170",1
"5091","19171",1
"5092","19173",2
"5093","19174",2
"5094","19176",6
"5095","19178",5
"5096","19179",2
"5097","19180",4
"5098","19181",1
"5099","19182",7
"5100","19184",1
"5101","19186",3
"5102","19187",4
"5103","19188",1
"5104","19189",1
"5105","19190",3
"5106","19191",4
"5107","19192",1
"5108","19194",5
"5109","19195",1
"5110","19196",2
"5111","19198",2
"5112","19199",1
"5113","19200",2
"5114","19201",2
"5115","19202",8
"5116","19203",9
"5117","19204",2
"5118","19207",5
"5119","19209",3
"5120","19211",8
"5121","19212",2
"5122","19213",1
"5123","19214",2
"5124","19222",8
"5125","19223",2
"5126","19225",4
"5127","19226",1
"5128","19227",3
"5129","19228",2
"5130","19229",33
"5131","19232",1
"5132","19233",2
"5133","19234",3
"5134","19235",3
"5135","19236",3
"5136","19237",6
"5137","19239",3
"5138","19240",3
"5139","19241",3
"5140","19242",5
"5141","19243",3
"5142","19245",2
"5143","19246",16
"5144","19247",1
"5145","19248",2
"5146","19249",1
"5147","19250",5
"5148","19252",5
"5149","19253",1
"5150","19254",4
"5151","19255",7
"5152","19256",2
"5153","19257",2
"5154","19259",1
"5155","19260",1
"5156","19261",3
"5157","19262",1
"5158","19264",2
"5159","19265",1
"5160","19266",2
"5161","19268",1
"5162","19269",12
"5163","19270",3
"5164","19271",3
"5165","19272",64
"5166","19273",6
"5167","19274",25
"5168","19275",40
"5169","19276",17
"5170","19277",1
"5171","19278",20
"5172","19279",2
"5173","19284",1
"5174","19285",7
"5175","19286",2
"5176","19288",6
"5177","19289",6
"5178","21001",6
"5179","21003",20
"5180","21004",1
"5181","21005",8
"5182","21006",1
"5183","21008",3
"5184","21010",2
"5185","21011",1
"5186","21013",3
"5187","21014",2
"5188","21016",7
"5189","21017",4
"5190","21020",1
"5191","21021",17
"5192","21022",6
"5193","21023",8
"5194","21026",1
"5195","21027",12
"5196","21028",5
"5197","21031",3
"5198","21032",1
"5199","21035",3
"5200","21037",4
"5201","21038",35
"5202","21039",1
"5203","21042",3
"5204","21043",4
"5205","21044",1
"5206","21045",2
"5207","21048",4
"5208","21050",6
"5209","21051",2
"5210","21053",2
"5211","21054",135
"5212","21056",6
"5213","21057",1
"5214","21058",1
"5215","21059",3
"5216","21060",10
"5217","21062",1
"5218","21065",2
"5219","21066",1
"5220","21067",4
"5221","21068",1
"5222","21069",1
"5223","21070",3
"5224","21071",7
"5225","21073",3
"5226","21074",1
"5227","21075",1
"5228","21076",5
"5229","21079",1
"5230","21080",7
"5231","21081",3
"5232","21082",1
"5233","21086",8
"5234","21087",7
"5235","21088",2
"5236","21089",6
"5237","21091",1
"5238","21092",4
"5239","21094",5
"5240","21096",2
"5241","21099",4
"5242","21101",1
"5243","21102",1
"5244","21103",24
"5245","21105",4
"5246","21106",12
"5247","21107",9
"5248","21108",1
"5249","21109",1
"5250","21110",4
"5251","21111",3
"5252","21113",2
"5253","21114",1
"5254","21115",1
"5255","21120",2
"5256","21121",1
"5257","21122",3
"5258","21124",2
"5259","21126",7
"5260","21127",6
"5261","21128",2
"5262","21129",2
"5263","21130",5
"5264","21131",5
"5265","21132",1
"5266","21133",4
"5267","21134",3
"5268","21135",2
"5269","21138",3
"5270","21139",2
"5271","21142",1
"5272","21143",1
"5273","21147",1
"5274","21148",2
"5275","21149",1
"5276","21150",2
"5277","21151",1
"5278","21152",2
"5279","21153",1
"5280","21154",19
"5281","21158",2
"5282","21159",1
"5283","21160",1
"5284","21161",1
"5285","21164",1
"5286","21166",76
"5287","21167",3
"5288","21169",2
"5289","21170",5
"5290","21171",49
"5291","21173",3
"5292","21175",2
"5293","21177",4
"5294","21178",3
"5295","21179",5
"5296","21181",1
"5297","21182",1
"5298","21183",4
"5299","21184",2
"5300","21185",3
"5301","21186",7
"5302","21187",1
"5303","21189",1
"5304","21190",4
"5305","21191",4
"5306","21192",5
"5307","21193",1
"5308","21194",4
"5309","21195",2
"5310","21196",5
"5311","21198",2
"5312","21199",2
"5313","21200",6
"5314","21201",1
"5315","21203",1
"5316","21208",1
"5317","21209",17
"5318","21210",4
"5319","21212",1
"5320","21213",5
"5321","21214",1
"5322","21215",2
"5323","21216",1
"5324","21217",1
"5325","21220",1
"5326","21221",1
"5327","21222",1
"5328","21223",12
"5329","21225",2
"5330","21226",5
"5331","21227",2
"5332","21228",1
"5333","21229",1
"5334","21230",4
"5335","21231",395
"5336","21233",2
"5337","21236",2
"5338","21237",2
"5339","21239",2
"5340","21240",2
"5341","21241",1
"5342","21242",4
"5343","21244",1
"5344","21245",2
"5345","21246",1
"5346","21247",4
"5347","21249",3
"5348","21251",1
"5349","21254",2
"5350","21255",4
"5351","21256",1
"5352","21258",1
"5353","21259",1
"5354","21260",3
"5355","21261",5
"5356","21263",17
"5357","21265",3
"5358","21267",2
"5359","21269",3
"5360","21270",2
"5361","21271",1
"5362","21272",2
"5363","21273",7
"5364","21275",1
"5365","21277",6
"5366","21278",58
"5367","21279",1
"5368","21281",3
"5369","21282",1
"5370","21283",1
"5371","21284",4
"5372","21285",3
"5373","21287",1
"5374","21289",2
"5375","21290",6
"5376","21291",2
"5377","21292",28
"5378","21293",2
"5379","21294",1
"5380","21295",21
"5381","21296",1
"5382","21297",4
"5383","21298",1
"5384","21299",1
"5385","21300",6
"5386","21301",1
"5387","21302",2
"5388","21304",2
"5389","21305",1
"5390","21306",3
"5391","21308",1
"5392","21309",2
"5393","21310",4
"5394","21315",8
"5395","21316",1
"5396","21317",22
"5397","21319",6
"5398","21320",6
"5399","21323",3
"5400","21324",1
"5401","21325",1
"5402","21327",2
"5403","21330",1
"5404","21331",4
"5405","21332",3
"5406","21333",1
"5407","21335",1
"5408","21337",6
"5409","21339",3
"5410","21340",3
"5411","21341",2
"5412","21342",2
"5413","21344",2
"5414","21347",4
"5415","21349",3
"5416","21351",4
"5417","21353",8
"5418","21355",61
"5419","21356",9
"5420","21361",4
"5421","21363",1
"5422","21366",1
"5423","21367",1
"5424","21369",1
"5425","21370",4
"5426","21371",5
"5427","21373",6
"5428","21374",1
"5429","21375",2
"5430","21376",1
"5431","21378",2
"5432","21379",1
"5433","21382",2
"5434","21383",9
"5435","21384",1
"5436","21386",3
"5437","21388",1
"5438","21390",40
"5439","21391",6
"5440","21393",1
"5441","21394",1
"5442","21395",1
"5443","21396",1
"5444","21397",2
"5445","21398",2
"5446","21401",2
"5447","21403",2
"5448","21404",3
"5449","21405",5
"5450","21406",5
"5451","21407",1
"5452","21408",9
"5453","21409",3
"5454","21411",3
"5455","21412",15
"5456","21414",1
"5457","21415",1
"5458","21416",11
"5459","21417",2
"5460","21419",2
"5461","21421",1
"5462","21423",3
"5463","21424",1
"5464","21425",24
"5465","21426",1
"5466","21428",3
"5467","21429",1
"5468","21430",2
"5469","21431",1
"5470","21433",7
"5471","21434",1
"5472","21435",1
"5473","21436",2
"5474","21437",3
"5475","21441",1
"5476","21442",7
"5477","21445",2
"5478","21446",1
"5479","21447",1
"5480","21452",7
"5481","21456",2
"5482","21458",7
"5483","21459",4
"5484","21460",1
"5485","21461",10
"5486","21462",6
"5487","21463",1
"5488","21464",41
"5489","21467",1
"5490","21469",3
"5491","21473",12
"5492","21474",3
"5493","21475",2
"5494","21476",3
"5495","21478",3
"5496","21479",1
"5497","21480",4
"5498","21481",11
"5499","21482",6
"5500","21483",1
"5501","21484",1
"5502","21485",20
"5503","21486",4
"5504","21487",2
"5505","21488",1
"5506","21490",1
"5507","21491",1
"5508","21492",5
"5509","21493",4
"5510","21495",1
"5511","21496",7
"5512","21497",2
"5513","21499",2
"5514","21500",1
"5515","21501",12
"5516","21502",2
"5517","21503",2
"5518","21505",7
"5519","21506",3
"5520","21508",3
"5521","21510",1
"5522","21512",5
"5523","21513",2
"5524","21515",52
"5525","21516",1
"5526","21517",1
"5527","21518",1
"5528","21519",3
"5529","21520",1
"5530","21521",5
"5531","21522",1
"5532","21524",1
"5533","21525",11
"5534","21526",1
"5535","21531",6
"5536","21532",8
"5537","21534",3
"5538","21535",9
"5539","21536",3
"5540","21537",1
"5541","21539",1
"5542","21540",46
"5543","21541",3
"5544","21542",2
"5545","21543",3
"5546","21545",7
"5547","21546",1
"5548","21548",1
"5549","21554",16
"5550","21555",15
"5551","21558",4
"5552","21559",3
"5553","21560",1
"5554","21561",1
"5555","21562",2
"5556","21563",1
"5557","21564",3
"5558","21565",5
"5559","21567",2
"5560","21568",4
"5561","21569",1
"5562","21570",1
"5563","21571",1
"5564","21572",1
"5565","21573",5
