"","COM","n"
"23157","72294",4
"23158","72295",1
"23159","72296",3
"23160","72297",3
"23161","72298",1
"23162","72299",11
"23163","72300",9
"23164","72302",1
"23165","72303",4
"23166","72305",4
"23167","72306",8
"23168","72308",7
"23169","72310",13
"23170","72312",2
"23171","72313",2
"23172","72314",1
"23173","72315",3
"23174","72319",2
"23175","72320",16
"23176","72321",2
"23177","72324",1
"23178","72325",3
"23179","72326",1
"23180","72328",22
"23181","72329",13
"23182","72330",2
"23183","72331",1
"23184","72332",7
"23185","72333",1
"23186","72334",12
"23187","72335",1
"23188","72336",6
"23189","72337",4
"23190","72338",4
"23191","72340",6
"23192","72341",6
"23193","72343",3
"23194","72344",15
"23195","72345",1
"23196","72346",13
"23197","72347",1
"23198","72349",4
"23199","72350",14
"23200","72351",1
"23201","72352",2
"23202","72356",6
"23203","72357",2
"23204","72358",5
"23205","72359",10
"23206","72360",8
"23207","72361",3
"23208","72362",5
"23209","72363",5
"23210","72364",5
"23211","72366",2
"23212","72367",5
"23213","72369",3
"23214","72370",1
"23215","72372",2
"23216","72373",10
"23217","72374",1
"23218","72375",2
"23219","72376",3
"23220","72377",4
"23221","72378",5
"23222","72379",1
"23223","72380",1
"23224","72381",6
"23225","72382",1
"23226","72383",1
"23227","72385",2
"23228","72386",20
"23229","73001",3
"23230","73002",9
"23231","73003",24
"23232","73004",8
"23233","73005",2
"23234","73006",51
"23235","73007",6
"23236","73008",173
"23237","73010",48
"23238","73011",105
"23239","73012",3
"23240","73013",3
"23241","73015",44
"23242","73017",10
"23243","73018",5
"23244","73019",7
"23245","73020",6
"23246","73021",4
"23247","73022",10
"23248","73023",11
"23249","73024",16
"23250","73025",3
"23251","73026",1
"23252","73027",5
"23253","73028",3
"23254","73029",29
"23255","73030",22
"23256","73031",38
"23257","73032",19
"23258","73033",3
"23259","73034",22
"23260","73036",6
"23261","73039",4
"23262","73040",5
"23263","73041",1
"23264","73042",3
"23265","73043",12
"23266","73045",2
"23267","73046",1
"23268","73047",6
"23269","73048",5
"23270","73049",1
"23271","73050",8
"23272","73051",52
"23273","73053",3
"23274","73054",78
"23275","73055",26
"23276","73057",9
"23277","73058",9
"23278","73059",20
"23279","73061",3
"23280","73063",11
"23281","73064",62
"23282","73065",272
"23283","73067",6
"23284","73068",3
"23285","73069",8
"23286","73070",4
"23287","73071",13
"23288","73072",1
"23289","73073",5
"23290","73074",1
"23291","73075",5
"23292","73076",8
"23293","73077",11
"23294","73079",3
"23295","73080",1
"23296","73081",6
"23297","73082",4
"23298","73083",1
"23299","73084",7
"23300","73085",8
"23301","73086",2
"23302","73087",32
"23303","73088",2
"23304","73089",8
"23305","73090",3
"23306","73091",3
"23307","73092",3
"23308","73094",9
"23309","73095",4
"23310","73096",9
"23311","73097",4
"23312","73098",14
"23313","73099",4
"23314","73100",17
"23315","73101",5
"23316","73103",27
"23317","73104",6
"23318","73105",15
"23319","73106",3
"23320","73107",8
"23321","73109",4
"23322","73110",7
"23323","73111",1
"23324","73112",1
"23325","73113",1
"23326","73114",11
"23327","73116",6
"23328","73117",3
"23329","73118",15
"23330","73119",1
"23331","73120",6
"23332","73121",13
"23333","73122",3
"23334","73123",7
"23335","73124",29
"23336","73127",7
"23337","73128",37
"23338","73129",11
"23339","73130",15
"23340","73131",3
"23341","73132",17
"23342","73133",2
"23343","73135",3
"23344","73137",17
"23345","73138",5
"23346","73139",1
"23347","73140",2
"23348","73141",5
"23349","73142",12
"23350","73145",3
"23351","73146",6
"23352","73147",1
"23353","73149",2
"23354","73150",39
"23355","73151",24
"23356","73152",1
"23357","73153",11
"23358","73154",24
"23359","73155",18
"23360","73156",1
"23361","73157",22
"23362","73159",3
"23363","73160",6
"23364","73161",8
"23365","73162",3
"23366","73164",12
"23367","73166",2
"23368","73170",4
"23369","73171",32
"23370","73173",2
"23371","73176",16
"23372","73177",4
"23373","73178",2
"23374","73179",76
"23375","73180",1
"23376","73181",49
"23377","73182",23
"23378","73183",11
"23379","73184",8
"23380","73186",2
"23381","73187",11
"23382","73188",4
"23383","73189",3
"23384","73190",3
"23385","73191",22
"23386","73192",3
"23387","73193",1
"23388","73194",3
"23389","73196",5
"23390","73197",20
"23391","73200",4
"23392","73201",2
"23393","73202",2
"23394","73203",2
"23395","73204",34
"23396","73206",12
"23397","73207",4
"23398","73208",13
"23399","73210",2
"23400","73211",8
"23401","73212",10
"23402","73213",61
"23403","73214",3
"23404","73215",29
"23405","73216",1
"23406","73217",6
"23407","73218",10
"23408","73219",11
"23409","73220",3
"23410","73221",1
"23411","73222",33
"23412","73223",1
"23413","73224",3
"23414","73225",23
"23415","73226",11
"23416","73227",55
"23417","73228",5
"23418","73229",4
"23419","73230",2
"23420","73231",9
"23421","73232",13
"23422","73233",2
"23423","73234",2
"23424","73235",3
"23425","73236",28
"23426","73237",2
"23427","73240",15
"23428","73241",8
"23429","73242",6
"23430","73243",14
"23431","73244",8
"23432","73245",4
"23433","73247",7
"23434","73248",54
"23435","73249",23
"23436","73250",4
"23437","73252",2
"23438","73253",7
"23439","73254",1
"23440","73255",3
"23441","73256",1
"23442","73257",50
"23443","73258",3
"23444","73259",4
"23445","73260",2
"23446","73261",24
"23447","73262",3
"23448","73263",13
"23449","73265",12
"23450","73266",1
"23451","73267",3
"23452","73268",2
"23453","73269",8
"23454","73270",21
"23455","73271",3
"23456","73272",1
"23457","73273",1
"23458","73274",8
"23459","73275",2
"23460","73276",5
"23461","73277",3
"23462","73278",6
"23463","73280",7
"23464","73281",10
"23465","73282",12
"23466","73283",2
"23467","73284",11
"23468","73285",25
"23469","73286",11
"23470","73288",15
"23471","73289",1
"23472","73290",17
"23473","73293",2
"23474","73294",4
"23475","73296",49
"23476","73297",5
"23477","73298",8
"23478","73299",1
"23479","73300",26
"23480","73301",9
"23481","73302",3
"23482","73303",41
"23483","73304",27
"23484","73306",22
"23485","73307",8
"23486","73308",4
"23487","73309",4
"23488","73310",3
"23489","73312",9
"23490","73313",1
"23491","73314",1
"23492","73315",3
"23493","73316",1
"23494","73317",5
"23495","73318",6
"23496","73320",8
"23497","73322",5
"23498","73323",4
"23499","73324",2
"23500","73326",24
"23501","73327",1
"23502","73328",26
"23503","73329",28
"23504","73330",21
"23505","74001",14
"23506","74002",22
"23507","74003",18
"23508","74004",3
"23509","74005",26
"23510","74006",19
"23511","74007",18
"23512","74008",37
"23513","74009",5
"23514","74010",461
"23515","74012",173
"23516","74013",22
"23517","74014",23
"23518","74015",6
"23519","74016",21
"23520","74018",9
"23521","74019",40
"23522","74020",8
"23523","74021",12
"23524","74024",17
"23525","74025",6
"23526","74026",40
"23527","74027",3
"23528","74029",3
"23529","74030",1
"23530","74031",10
"23531","74032",12
"23532","74033",14
"23533","74034",14
"23534","74035",1
"23535","74036",5
"23536","74037",13
"23537","74038",9
"23538","74040",21
"23539","74041",2
"23540","74042",56
"23541","74043",32
"23542","74044",4
"23543","74045",2
"23544","74048",5
"23545","74049",3
"23546","74050",6
"23547","74051",4
"23548","74052",5
"23549","74053",9
"23550","74054",7
"23551","74055",1
"23552","74056",131
"23553","74057",5
"23554","74058",4
"23555","74059",1
"23556","74060",1
"23557","74061",12
"23558","74062",8
"23559","74063",21
"23560","74064",11
"23561","74065",2
"23562","74066",3
"23563","74067",35
"23564","74068",5
"23565","74069",6
"23566","74070",21
"23567","74071",2
"23568","74072",1
"23569","74073",3
"23570","74074",3
"23571","74075",11
"23572","74076",17
"23573","74077",2
"23574","74078",2
"23575","74079",4
"23576","74080",33
"23577","74081",93
"23578","74082",22
"23579","74083",25
"23580","74085",14
"23581","74086",2
"23582","74087",14
"23583","74088",9
"23584","74089",12
"23585","74090",12
"23586","74091",9
"23587","74094",31
"23588","74095",2
"23589","74096",33
"23590","74097",18
"23591","74098",7
"23592","74099",17
"23593","74100",10
"23594","74101",1
"23595","74102",21
"23596","74103",15
"23597","74104",34
"23598","74105",43
"23599","74106",4
"23600","74107",1
"23601","74108",13
"23602","74109",5
"23603","74110",8
"23604","74111",2
"23605","74112",81
"23606","74114",8
"23607","74116",15
"23608","74117",5
"23609","74118",14
"23610","74119",57
"23611","74121",12
"23612","74122",5
"23613","74123",45
"23614","74124",6
"23615","74126",6
"23616","74127",5
"23617","74128",29
"23618","74129",2
"23619","74130",2
"23620","74131",9
"23621","74133",57
"23622","74134",30
"23623","74135",3
"23624","74136",25
"23625","74137",41
"23626","74138",10
"23627","74139",11
"23628","74140",16
"23629","74141",7
"23630","74142",7
"23631","74143",47
"23632","74144",7
"23633","74145",6
"23634","74146",10
"23635","74147",8
"23636","74148",2
"23637","74150",11
"23638","74151",3
"23639","74152",11
"23640","74153",12
"23641","74154",18
"23642","74155",5
"23643","74156",5
"23644","74157",10
"23645","74158",5
"23646","74159",25
"23647","74160",14
"23648","74161",12
"23649","74162",7
"23650","74163",21
"23651","74164",35
"23652","74165",9
"23653","74166",10
"23654","74167",7
"23655","74168",4
"23656","74169",30
"23657","74170",9
"23658","74171",5
"23659","74172",10
"23660","74173",54
"23661","74174",3
"23662","74175",2
"23663","74176",20
"23664","74177",7
"23665","74178",1
"23666","74179",9
"23667","74180",13
"23668","74183",20
"23669","74184",6
"23670","74185",11
"23671","74186",5
"23672","74188",26
"23673","74189",11
"23674","74190",12
"23675","74191",55
"23676","74192",8
"23677","74193",7
"23678","74194",8
"23679","74195",6
"23680","74196",2
"23681","74197",11
"23682","74198",5
"23683","74199",3
"23684","74200",29
"23685","74201",11
"23686","74202",4
"23687","74203",1
"23688","74205",6
"23689","74206",5
"23690","74208",64
"23691","74209",11
"23692","74210",17
"23693","74211",14
"23694","74212",9
"23695","74213",64
"23696","74215",17
"23697","74216",5
"23698","74218",37
"23699","74219",16
"23700","74220",31
"23701","74221",5
"23702","74222",1
"23703","74223",6
"23704","74224",83
"23705","74225",92
"23706","74226",3
"23707","74228",2
"23708","74229",23
"23709","74231",3
"23710","74232",6
"23711","74233",25
"23712","74234",9
"23713","74235",6
"23714","74236",54
"23715","74237",9
"23716","74238",27
"23717","74239",18
"23718","74240",5
"23719","74241",20
"23720","74242",50
"23721","74243",84
"23722","74244",3
"23723","74249",18
"23724","74250",41
"23725","74252",9
"23726","74253",8
"23727","74254",4
"23728","74255",12
"23729","74256",97
"23730","74257",4
"23731","74258",33
"23732","74259",3
"23733","74260",2
"23734","74261",1
"23735","74262",9
"23736","74263",43
"23737","74264",50
"23738","74265",9
"23739","74266",12
"23740","74267",46
"23741","74269",16
"23742","74271",12
"23743","74272",46
"23744","74273",6
"23745","74274",5
"23746","74275",30
"23747","74276",24
"23748","74278",42
"23749","74279",6
"23750","74280",57
"23751","74281",172
"23752","74282",72
"23753","74283",6
"23754","74284",5
"23755","74285",1
"23756","74286",4
"23757","74287",4
"23758","74288",21
"23759","74289",17
"23760","74290",7
"23761","74291",2
"23762","74292",10
"23763","74293",17
"23764","74294",10
"23765","74295",2
"23766","74296",4
"23767","74297",3
"23768","74298",52
"23769","74299",25
"23770","74301",2
"23771","74302",18
"23772","74303",38
"23773","74304",5
"23774","74305",49
"23775","74306",4
"23776","74307",9
"23777","74308",3
"23778","74309",32
"23779","74310",12
"23780","74311",23
"23781","74312",7
"23782","74313",4
"23783","74314",16
"23784","74315",12
"23785","75101",448
"23786","75102",420
"23787","75103",380
"23788","75104",295
"23789","75105",339
"23790","75106",347
"23791","75107",403
"23792","75108",1010
"23793","75109",624
"23794","75110",652
"23795","75111",677
"23796","75112",542
"23797","75113",538
"23798","75114",540
"23799","75115",648
"23800","75116",733
"23801","75117",703
"23802","75118",662
"23803","75119",643
"23804","75120",651
"23805","76001",5
"23806","76002",3
"23807","76004",4
"23808","76005",21
"23809","76007",1
"23810","76008",3
"23811","76010",5
"23812","76011",1
"23813","76012",1
"23814","76013",5
"23815","76014",6
"23816","76015",2
"23817","76016",1
"23818","76017",1
"23819","76018",6
"23820","76019",3
"23821","76020",5
"23822","76021",3
"23823","76022",1
"23824","76023",3
"23825","76024",1
"23826","76025",2
"23827","76026",14
"23828","76028",1
"23829","76029",1
"23830","76030",4
"23831","76032",2
"23832","76034",13
"23833","76035",13
"23834","76036",3
"23835","76038",3
"23836","76039",9
"23837","76041",7
"23838","76043",7
"23839","76045",1
"23840","76046",1
"23841","76047",2
"23842","76048",3
"23843","76049",1
"23844","76050",8
"23845","76051",12
"23846","76052",3
"23847","76053",2
"23848","76054",1
"23849","76055",1
"23850","76056",3
"23851","76057",47
"23852","76059",2
"23853","76060",1
"23854","76062",3
"23855","76063",3
"23856","76064",4
"23857","76065",3
"23858","76066",1
"23859","76068",3
"23860","76069",12
"23861","76070",1
"23862","76071",2
"23863","76072",1
"23864","76074",1
"23865","76075",2
"23866","76079",1
"23867","76082",2
"23868","76085",4
"23869","76086",2
"23870","76087",1
"23871","76088",4
"23872","76090",7
"23873","76092",1
"23874","76093",1
"23875","76094",4
"23876","76095",54
"23877","76096",7
"23878","76099",1
"23879","76100",8
"23880","76101",22
"23881","76103",29
"23882","76104",1
"23883","76105",8
"23884","76106",8
"23885","76107",3
"23886","76108",100
"23887","76109",3
"23888","76110",2
"23889","76111",7
"23890","76112",1
"23891","76113",2
"23892","76114",36
"23893","76115",3
"23894","76116",34
"23895","76117",5
"23896","76118",1
"23897","76119",1
"23898","76120",2
"23899","76121",2
"23900","76122",2
"23901","76123",3
"23902","76125",12
"23903","76126",2
"23904","76128",2
"23905","76129",4
"23906","76130",2
"23907","76131",2
"23908","76132",6
"23909","76133",5
"23910","76135",3
"23911","76136",2
"23912","76138",1
"23913","76139",2
"23914","76140",1
"23915","76141",10
"23916","76142",5
"23917","76143",5
"23918","76144",2
"23919","76146",18
"23920","76147",4
"23921","76148",1
"23922","76149",1
"23923","76152",8
"23924","76153",3
"23925","76154",1
"23926","76156",2
"23927","76157",57
"23928","76158",4
"23929","76159",16
"23930","76160",2
"23931","76163",2
"23932","76164",23
"23933","76165",46
"23934","76166",1
"23935","76167",8
"23936","76168",1
"23937","76169",2
"23938","76171",2
"23939","76172",2
"23940","76173",1
"23941","76174",2
"23942","76175",4
"23943","76177",2
"23944","76178",16
"23945","76179",8
"23946","76180",1
"23947","76182",3
"23948","76183",1
"23949","76185",1
"23950","76186",1
"23951","76187",1
"23952","76188",2
"23953","76192",13
"23954","76193",3
"23955","76194",3
"23956","76196",12
"23957","76197",3
"23958","76198",4
"23959","76199",7
"23960","76200",2
"23961","76201",2
"23962","76202",1
"23963","76203",3
"23964","76204",1
"23965","76206",2
"23966","76207",4
"23967","76208",1
"23968","76209",4
"23969","76210",7
"23970","76211",2
"23971","76212",38
"23972","76213",4
"23973","76216",37
"23974","76217",123
"23975","76219",12
"23976","76220",4
"23977","76222",25
"23978","76223",6
"23979","76224",4
"23980","76225",4
"23981","76227",3
"23982","76228",2
"23983","76229",2
"23984","76230",1
"23985","76231",83
"23986","76232",2
"23987","76233",1
"23988","76234",1
"23989","76235",7
"23990","76236",2
"23991","76237",4
"23992","76238",11
"23993","76239",4
"23994","76240",9
"23995","76243",2
"23996","76244",1
"23997","76245",14
"23998","76247",4
"23999","76250",4
"24000","76251",1
"24001","76252",3
"24002","76253",6
"24003","76254",11
"24004","76255",25
"24005","76257",2
"24006","76258",14
"24007","76259",64
"24008","76260",5
"24009","76261",5
"24010","76263",8
"24011","76264",1
"24012","76266",3
"24013","76269",1
"24014","76270",8
"24015","76271",6
"24016","76272",3
"24017","76273",1
"24018","76274",2
"24019","76275",8
"24020","76276",20
"24021","76278",7
"24022","76279",2
"24023","76281",11
"24024","76282",5
"24025","76283",2
"24026","76285",3
"24027","76286",2
"24028","76287",11
"24029","76288",2
"24030","76289",12
"24031","76290",1
"24032","76291",4
"24033","76292",2
"24034","76293",3
"24035","76294",1
"24036","76295",4
"24037","76296",9
"24038","76298",4
"24039","76299",2
"24040","76300",3
"24041","76302",19
"24042","76303",2
"24043","76304",1
"24044","76305",29
"24045","76307",3
"24046","76308",2
"24047","76311",2
"24048","76312",26
"24049","76313",1
"24050","76314",3
"24051","76315",5
"24052","76316",2
"24053","76317",2
"24054","76318",2
"24055","76319",54
"24056","76320",1
"24057","76321",12
"24058","76322",73
"24059","76323",2
"24060","76324",10
"24061","76325",2
"24062","76328",1
"24063","76329",14
"24064","76330",4
"24065","76332",4
"24066","76333",1
"24067","76334",4
"24068","76335",1
"24069","76336",1
"24070","76338",1
"24071","76339",1
"24072","76340",2
"24073","76341",25
"24074","76342",1
"24075","76344",1
"24076","76345",6
"24077","76348",5
"24078","76349",11
"24079","76350",3
"24080","76351",349
"24081","76352",2
"24082","76354",15
"24083","76355",5
"24084","76356",3
"24085","76358",1
"24086","76359",1
"24087","76360",1
"24088","76361",4
"24089","76362",3
"24090","76364",3
"24091","76366",21
"24092","76367",12
"24093","76369",6
"24094","76370",3
"24095","76372",1
"24096","76373",1
"24097","76374",5
"24098","76375",1
"24099","76377",33
"24100","76378",10
"24101","76380",1
"24102","76382",5
"24103","76384",30
"24104","76385",7
"24105","76386",4
"24106","76387",1
"24107","76388",2
"24108","76389",1
"24109","76390",5
"24110","76391",9
"24111","76392",10
"24112","76394",4
"24113","76395",5
"24114","76396",2
"24115","76397",2
"24116","76398",5
"24117","76399",1
"24118","76400",10
"24119","76401",8
"24120","76402",34
"24121","76403",1
"24122","76404",6
"24123","76405",2
"24124","76406",3
"24125","76408",3
"24126","76409",5
"24127","76410",50
"24128","76411",1
"24129","76412",4
"24130","76413",2
"24131","76414",12
"24132","76415",1
"24133","76416",1
"24134","76417",4
"24135","76418",5
"24136","76419",1
"24137","76420",2
"24138","76422",1
"24139","76423",2
"24140","76427",5
"24141","76429",41
"24142","76432",2
"24143","76433",3
"24144","76434",6
"24145","76435",1
"24146","76437",2
"24147","76439",2
"24148","76440",1
"24149","76441",2
"24150","76442",3
"24151","76443",3
"24152","76445",8
"24153","76446",7
"24154","76447",49
"24155","76448",11
"24156","76449",1
"24157","76450",1
"24158","76451",94
"24159","76452",24
"24160","76453",7
"24161","76455",5
"24162","76456",4
"24163","76457",5
"24164","76458",1
"24165","76459",1
"24166","76460",2
"24167","76461",3
"24168","76462",15
"24169","76463",3
"24170","76464",14
"24171","76465",2
"24172","76467",3
"24173","76468",5
"24174","76469",1
"24175","76470",3
"24176","76471",4
"24177","76472",7
"24178","76473",4
"24179","76474",34
"24180","76475",28
"24181","76476",28
"24182","76477",4
"24183","76478",1
"24184","76480",1
"24185","76481",34
"24186","76482",21
"24187","76483",4
"24188","76484",37
"24189","76486",7
"24190","76487",2
"24191","76488",2
"24192","76489",5
"24193","76490",5
"24194","76491",3
"24195","76492",3
"24196","76493",2
"24197","76494",2
"24198","76495",29
"24199","76497",36
"24200","76498",118
"24201","76499",8
"24202","76500",2
"24203","76502",5
"24204","76503",8
"24205","76504",1
"24206","76506",3
"24207","76508",4
"24208","76509",16
"24209","76510",4
"24210","76511",1
"24211","76513",3
"24212","76514",2
"24213","76515",5
"24214","76516",2
"24215","76517",24
"24216","76518",5
"24217","76520",3
"24218","76522",6
"24219","76526",1
"24220","76528",6
"24221","76529",1
"24222","76530",3
"24223","76531",2
"24224","76532",1
"24225","76533",7
"24226","76534",4
"24227","76535",1
"24228","76536",8
"24229","76537",2
"24230","76538",3
"24231","76540",404
"24232","76541",8
"24233","76542",1
"24234","76543",3
"24235","76544",1
"24236","76545",11
"24237","76547",6
"24238","76548",7
"24239","76549",1
"24240","76550",2
"24241","76551",7
"24242","76552",50
"24243","76554",7
"24244","76555",6
"24245","76556",4
"24246","76557",6
"24247","76558",9
"24248","76559",1
"24249","76560",8
"24250","76561",29
"24251","76562",4
"24252","76563",2
"24253","76565",9
"24254","76566",4
"24255","76568",1
"24256","76570",1
"24257","76571",3
"24258","76573",4
"24259","76574",3
"24260","76575",97
"24261","76576",2
"24262","76577",1
"24263","76578",2
"24264","76580",6
"24265","76581",2
"24266","76582",2
"24267","76583",2
"24268","76585",2
"24269","76586",2
"24270","76587",1
"24271","76588",2
"24272","76589",2
"24273","76590",1
"24274","76591",16
"24275","76593",4
"24276","76594",6
"24277","76595",10
"24278","76596",8
"24279","76597",5
"24280","76598",3
"24281","76599",24
"24282","76600",10
"24283","76601",1
"24284","76602",3
"24285","76603",1
"24286","76604",1
"24287","76605",4
"24288","76608",11
"24289","76609",2
"24290","76610",12
"24291","76611",1
"24292","76612",2
"24293","76613",4
"24294","76614",6
"24295","76615",4
"24296","76616",11
"24297","76617",10
"24298","76618",36
"24299","76619",1
"24300","76620",3
"24301","76621",2
"24302","76624",20
"24303","76627",6
"24304","76628",5
"24305","76630",1
"24306","76631",3
"24307","76632",2
"24308","76634",3
"24309","76636",13
"24310","76637",6
"24311","76638",2
"24312","76640",35
"24313","76641",1
"24314","76642",1
"24315","76644",1
"24316","76645",1
"24317","76646",2
"24318","76647",19
"24319","76648",13
"24320","76649",3
"24321","76650",7
"24322","76651",3
"24323","76652",2
"24324","76653",2
"24325","76654",2
"24326","76655",18
"24327","76656",3
"24328","76657",10
"24329","76658",4
"24330","76660",4
"24331","76662",1
"24332","76663",9
"24333","76664",2
"24334","76665",2
"24335","76666",1
"24336","76667",1
"24337","76668",1
"24338","76669",1
"24339","76670",3
"24340","76672",7
"24341","76673",8
"24342","76674",1
"24343","76675",6
"24344","76676",3
"24345","76677",1
"24346","76678",5
"24347","76680",2
"24348","76681",105
"24349","76682",5
"24350","76683",1
"24351","76684",4
"24352","76685",2
"24353","76686",4
"24354","76688",2
"24355","76689",3
"24356","76690",1
"24357","76692",2
"24358","76693",6
"24359","76697",6
"24360","76698",1
"24361","76699",2
"24362","76700",5
"24363","76702",3
"24364","76703",3
"24365","76705",15
"24366","76706",2
"24367","76707",10
"24368","76708",2
"24369","76709",20
"24370","76711",19
"24371","76712",1
"24372","76714",3
"24373","76715",5
"24374","76716",9
"24375","76717",6
"24376","76718",9
"24377","76719",8
"24378","76720",9
"24379","76721",2
"24380","76726",1
"24381","76727",1
"24382","76728",4
"24383","76729",3
"24384","76730",3
"24385","76732",1
"24386","76733",1
"24387","76734",6
"24388","76735",7
"24389","76736",3
"24390","76737",4
"24391","76738",6
"24392","76739",1
"24393","76740",4
"24394","76741",2
"24395","76743",5
"24396","76744",1
"24397","76745",1
"24398","76747",1
"24399","76750",7
"24400","76751",6
"24401","76752",16
"24402","76753",5
"24403","76754",2
"24404","76755",3
"24405","76756",1
"24406","76757",2
"24407","76758",53
"24408","76759",4
"24409","77001",10
"24410","77002",8
"24411","77003",2
"24412","77004",4
"24413","77005",24
"24414","77006",10
"24415","77007",2
"24416","77008",4
"24417","77009",1
"24418","77010",10
"24419","77011",2
"24420","77012",2
"24421","77013",5
"24422","77014",78
"24423","77016",9
"24424","77018",49
"24425","77019",1
"24426","77020",6
"24427","77021",2
"24428","77022",22
"24429","77023",3
"24430","77024",2
"24431","77025",4
"24432","77026",4
"24433","77027",6
"24434","77028",4
"24435","77029",1
"24436","77030",1
"24437","77031",7
"24438","77032",7
"24439","77034",4
"24440","77035",8
"24441","77036",3
"24442","77037",51
"24443","77038",3
"24444","77039",7
"24445","77040",25
"24446","77041",5
"24447","77042",22
"24448","77043",4
"24449","77044",4
"24450","77045",2
"24451","77046",4
"24452","77047",16
"24453","77048",31
"24454","77049",10
"24455","77050",10
"24456","77051",14
"24457","77052",2
"24458","77053",118
"24459","77054",4
"24460","77055",31
"24461","77057",7
"24462","77058",152
"24463","77059",13
"24464","77060",10
"24465","77061",16
"24466","77062",8
"24467","77063",10
"24468","77065",9
"24469","77066",3
"24470","77067",61
"24471","77068",2
"24472","77069",32
"24473","77070",15
"24474","77071",5
"24475","77072",5
"24476","77073",3
"24477","77075",17
"24478","77076",3
"24479","77077",4
"24480","77078",9
"24481","77079",49
"24482","77080",2
"24483","77081",6
"24484","77082",7
"24485","77083",142
"24486","77084",5
"24487","77085",42
"24488","77086",9
"24489","77087",2
"24490","77088",17
"24491","77089",7
"24492","77090",1
"24493","77091",1
"24494","77093",2
"24495","77094",2
"24496","77095",18
"24497","77096",26
"24498","77097",1
"24499","77098",3
"24500","77099",17
"24501","77100",28
"24502","77101",5
"24503","77104",6
"24504","77106",5
"24505","77107",27
"24506","77108",267
"24507","77109",11
"24508","77110",4
"24509","77111",71
"24510","77113",11
"24511","77114",31
"24512","77115",4
"24513","77116",7
"24514","77117",3
"24515","77118",86
"24516","77119",1
"24517","77120",5
"24518","77121",40
"24519","77122",101
"24520","77123",4
"24521","77124",12
"24522","77125",10
"24523","77126",11
"24524","77127",12
"24525","77128",28
"24526","77129",7
"24527","77130",3
"24528","77131",90
"24529","77132",15
"24530","77134",1
"24531","77135",15
"24532","77138",4
"24533","77139",56
"24534","77140",2
"24535","77141",10
"24536","77142",40
"24537","77143",33
"24538","77144",4
"24539","77145",3
"24540","77146",50
"24541","77147",1
"24542","77148",13
"24543","77149",2
"24544","77150",10
"24545","77151",2
"24546","77152",104
"24547","77153",63
"24548","77154",9
"24549","77155",21
"24550","77156",10
"24551","77157",1
"24552","77158",4
"24553","77159",21
"24554","77161",4
"24555","77162",8
"24556","77164",6
"24557","77165",6
"24558","77167",1
"24559","77168",11
"24560","77169",62
"24561","77171",52
"24562","77172",6
"24563","77173",10
"24564","77174",3
"24565","77175",25
"24566","77176",22
"24567","77177",10
"24568","77178",2
"24569","77179",11
"24570","77180",21
"24571","77181",45
"24572","77182",28
"24573","77183",68
"24574","77184",9
"24575","77185",7
"24576","77186",124
"24577","77187",1
"24578","77188",10
"24579","77190",4
"24580","77191",6
"24581","77192",51
"24582","77194",3
"24583","77195",3
"24584","77196",9
"24585","77197",1
"24586","77198",2
"24587","77199",9
"24588","77200",2
"24589","77201",5
"24590","77202",9
"24591","77203",7
"24592","77204",1
"24593","77205",1
"24594","77206",3
"24595","77207",3
"24596","77208",10
"24597","77209",10
"24598","77210",21
"24599","77211",8
"24600","77214",8
"24601","77215",53
"24602","77216",9
"24603","77217",30
"24604","77218",1
"24605","77219",16
"24606","77220",3
"24607","77221",8
"24608","77222",28
"24609","77223",6
"24610","77224",1
"24611","77225",2
"24612","77226",28
"24613","77227",5
"24614","77228",1
"24615","77229",20
"24616","77230",4
"24617","77231",12
"24618","77232",14
"24619","77233",6
"24620","77234",10
"24621","77235",4
"24622","77236",1
"24623","77237",6
"24624","77238",27
"24625","77239",10
"24626","77240",9
"24627","77241",12
"24628","77242",3
"24629","77243",125
"24630","77244",8
"24631","77245",3
"24632","77246",1
"24633","77247",5
"24634","77248",2
"24635","77249",51
"24636","77250",2
"24637","77251",97
"24638","77252",12
"24639","77254",14
"24640","77255",12
"24641","77256",1
"24642","77257",19
"24643","77258",98
"24644","77259",10
"24645","77260",6
"24646","77261",4
"24647","77262",4
"24648","77264",18
"24649","77265",5
"24650","77266",6
"24651","77267",1
"24652","77268",66
"24653","77269",17
"24654","77270",8
"24655","77271",2
"24656","77272",7
"24657","77273",5
"24658","77274",5
"24659","77275",1
"24660","77276",33
"24661","77277",22
"24662","77279",15
"24663","77280",5
"24664","77281",6
"24665","77282",3
"24666","77283",2
"24667","77284",242
"24668","77285",101
"24669","77286",2
"24670","77287",5
"24671","77288",229
"24672","77289",2
"24673","77290",5
"24674","77291",9
"24675","77292",9
"24676","77293",15
"24677","77294",96
"24678","77295",12
"24679","77296",86
"24680","77297",1
"24681","77300",8
"24682","77302",15
"24683","77303",1
"24684","77304",1
"24685","77305",121
"24686","77306",9
"24687","77307",129
"24688","77308",6
"24689","77309",16
"24690","77310",1
"24691","77311",6
"24692","77312",30
"24693","77313",5
"24694","77314",2
"24695","77315",29
"24696","77316",68
"24697","77317",27
"24698","77318",14
"24699","77320",44
"24700","77321",1
"24701","77322",25
"24702","77323",6
"24703","77325",1
"24704","77326",42
"24705","77327",51
"24706","77328",3
"24707","77329",6
"24708","77330",48
"24709","77331",6
"24710","77333",75
